"date","FXAUDCAD","FXCNYCAD","FXEURCAD","FXGBPCAD","FXINRCAD","FXJPYCAD","FXMXNCAD","FXUSDCAD"
"2019-04-12","0.9568","0.1988","1.5072","1.7455","0.01926","0.01190","0.07105","1.3329"
"2019-04-15","0.9582","0.1991","1.5098","1.7498","0.01924","0.01192","0.07086","1.3354"
"2019-04-16","0.9582","0.1991","1.5088","1.7446","0.01921","0.01193","0.07059","1.3361"
"2019-04-17","0.9566","0.1993","1.5064","1.7385","0.01920","0.01190","0.07079","1.3332"
"2019-04-18","0.9567","0.1995","1.5038","1.7395","0.01928","0.01195","0.07120","1.3382"
"2019-04-22","0.9526","0.1989","1.5031","1.7337","0.01916","0.01193","0.07089","1.3353"
"2019-04-23","0.9522","0.1996","1.5050","1.7379","0.01924","0.01200","0.07085","1.3421"
"2019-04-24","0.9463","0.2005","1.5063","1.7428","0.01927","0.01204","0.07081","1.3475"
"2019-04-25","0.9456","0.2001","1.5026","1.7400","0.01921","0.01209","0.07066","1.3493"
"2019-04-26","0.9480","0.2000","1.5015","1.7396","0.01926","0.01206","0.07104","1.3460"
"2019-04-29","0.9490","0.1998","1.5029","1.7391","0.01927","0.01204","0.07083","1.3456"
"2019-04-30","0.9459","0.1993","1.5055","1.7493","0.01927","0.01205","0.07071","1.3423"
"2019-05-01","0.9439","0.1992","1.5070","1.7540","0.01929","0.01206","0.07105","1.3416"
"2019-05-02","0.9429","0.1999","1.5055","1.7543","0.01940","0.01207","0.07053","1.3462"
"2019-05-03","0.9421","0.1994","1.5021","1.7611","0.01943","0.01207","0.07069","1.3429"
"2019-05-06","0.9411","0.1989","1.5068","1.7622","0.01939","0.01214","0.07085","1.3456"
"2019-05-07","0.9441","0.1989","1.5068","1.7593","0.01936","0.01221","0.07071","1.3476"
"2019-05-08","0.9426","0.1986","1.5077","1.7515","0.01932","0.01223","0.07054","1.3466"
"2019-05-09","0.9414","0.1975","1.5127","1.7545","0.01922","0.01229","0.07015","1.3483"
"2019-05-10","0.9393","0.1966","1.5079","1.7474","0.01916","0.01223","0.07017","1.3418"
"2019-05-13","0.9359","0.1957","1.5128","1.7472","0.01906","0.01232","0.07009","1.3457"
"2019-05-14","0.9353","0.1958","1.5100","1.7397","0.01915","0.01229","0.07030","1.3469"
"2019-05-15","0.9316","0.1956","1.5065","1.7293","0.01914","0.01229","0.07037","1.3451"
"2019-05-16","0.9276","0.1953","1.5026","1.7200","0.01917","0.01224","0.07044","1.3439"
"2019-05-17","0.9258","0.1947","1.5038","1.7153","0.01917","0.01226","0.07028","1.3468"
"2019-05-21","0.9225","0.1943","1.4967","1.7071","0.01925","0.01213","0.07043","1.3413"
"2019-05-22","0.9229","0.1942","1.4966","1.6982","0.01924","0.01216","0.07065","1.3410"
"2019-05-23","0.9284","0.1950","1.5043","1.7060","0.01933","0.01229","0.07077","1.3478"
"2019-05-24","0.9304","0.1949","1.5064","1.7073","0.01937","0.01229","0.07055","1.3447"
"2019-05-27","0.9299","0.1949","1.5049","1.7042","0.01934","0.01227","0.07055","1.3442"
"2019-05-28","0.9336","0.1950","1.5063","1.7072","0.01937","0.01231","0.07036","1.3477"
"2019-05-29","0.9346","0.1955","1.5054","1.7074","0.01936","0.01235","0.07036","1.3514"
"2019-05-30","0.9333","0.1956","1.5031","1.7029","0.01933","0.01231","0.07069","1.3501"
"2019-05-31","0.9374","0.1959","1.5098","1.7065","0.01942","0.01246","0.06884","1.3527"
"2019-06-03","0.9381","0.1951","1.5110","1.7029","0.01947","0.01244","0.06814","1.3470"
"2019-06-04","0.9373","0.1942","1.5085","1.7020","0.01936","0.01240","0.06846","1.3414"
"2019-06-05","0.9352","0.1940","1.5076","1.7032","0.01932","0.01238","0.06851","1.3401"
"2019-06-06","0.9342","0.1936","1.5091","1.7002","0.01932","0.01236","0.06785","1.3378"
"2019-06-07","0.9302","0.1922","1.5049","1.6927","0.01914","0.01229","0.06762","1.3283"
"2019-06-10","0.9239","0.1914","1.5007","1.6827","0.01908","0.01223","0.06907","1.3267"
"2019-06-11","0.9238","0.1921","1.5034","1.6887","0.01913","0.01223","0.06940","1.3278"
"2019-06-12","0.9233","0.1923","1.5042","1.6911","0.01918","0.01227","0.06943","1.3303"
"2019-06-13","0.9211","0.1925","1.5027","1.6902","0.01916","0.01229","0.06953","1.3324"
"2019-06-14","0.9202","0.1933","1.5023","1.6874","0.01918","0.01234","0.06990","1.3385"
"2019-06-17","0.9196","0.1936","1.5056","1.6847","0.01919","0.01235","0.06990","1.3407"
"2019-06-18","0.9197","0.1939","1.4994","1.6797","0.01924","0.01235","0.07005","1.3394"
"2019-06-19","0.9170","0.1933","1.4968","1.6848","0.01915","0.01232","0.06967","1.3343"
"2019-06-20","0.9132","0.1925","1.4897","1.6747","0.01898","0.01227","0.06953","1.3191"
"2019-06-21","0.9143","0.1923","1.4981","1.6780","0.01898","0.01229","0.06922","1.3212"
"2019-06-24","0.9183","0.1919","1.5029","1.6798","0.01903","0.01229","0.06881","1.3194"
"2019-06-25","0.9178","0.1915","1.4993","1.6746","0.01901","0.01230","0.06852","1.3174"
"2019-06-26","0.9172","0.1909","1.4931","1.6659","0.01897","0.01219","0.06855","1.3130"
"2019-06-27","0.9178","0.1907","1.4904","1.6629","0.01899","0.01216","0.06847","1.3111"
"2019-06-28","0.9177","0.1906","1.4887","1.6624","0.01898","0.01214","0.06821","1.3087"
"2019-07-02","0.9170","0.1908","1.4816","1.6539","0.01903","0.01214","0.06876","1.3114"
"2019-07-03","0.9192","0.1900","1.4751","1.6440","0.01900","0.01213","0.06867","1.3073"
"2019-07-04","0.9169","0.1900","1.4733","1.6427","0.01906","0.01211","0.06874","1.3059"
"2019-07-05","0.9141","0.1901","1.4702","1.6393","0.01913","0.01207","0.06884","1.3099"
"2019-07-08","0.9124","0.1901","1.4671","1.6369","0.01908","0.01204","0.06916","1.3081"
"2019-07-09","0.9095","0.1906","1.4712","1.6360","0.01914","0.01206","0.06903","1.3127"
"2019-07-10","0.9108","0.1904","1.4728","1.6370","0.01914","0.01206","0.06811","1.3092"
"2019-07-11","0.9121","0.1903","1.4717","1.6386","0.01911","0.01206","0.06839","1.3071"
"2019-07-12","0.9135","0.1895","1.4679","1.6371","0.01900","0.01207","0.06854","1.3038"
"2019-07-15","0.9171","0.1896","1.4683","1.6328","0.01903","0.01208","0.06872","1.3039"
"2019-07-16","0.9166","0.1898","1.4636","1.6204","0.01900","0.01206","0.06845","1.3052"
"2019-07-17","0.9152","0.1899","1.4649","1.6225","0.01896","0.01207","0.06855","1.3053"
"2019-07-18","0.9207","0.1900","1.4679","1.6329","0.01898","0.01213","0.06876","1.3069"
"2019-07-19","0.9216","0.1900","1.4670","1.6349","0.01899","0.01213","0.06875","1.3071"
"2019-07-22","0.9229","0.1904","1.4697","1.6353","0.01901","0.01215","0.06875","1.3103"
"2019-07-23","0.9208","0.1910","1.4661","1.6353","0.01905","0.01215","0.06868","1.3142"
"2019-07-24","0.9169","0.1911","1.4638","1.6409","0.01905","0.01215","0.06883","1.3137"
"2019-07-25","0.9143","0.1913","1.4657","1.6393","0.01905","0.01211","0.06902","1.3146"
"2019-07-26","0.9111","0.1916","1.4668","1.6342","0.01914","0.01213","0.06917","1.3182"
"2019-07-29","0.9083","0.1909","1.4653","1.6104","0.01914","0.01210","0.06895","1.3159"
"2019-07-30","0.9054","0.1913","1.4683","1.6018","0.01913","0.01212","0.06905","1.3168"
"2019-07-31","0.9044","0.1910","1.4627","1.6043","0.01910","0.01210","0.06914","1.3148"
"2019-08-01","0.9038","0.1916","1.4621","1.6034","0.01914","0.01223","0.06883","1.3217"
"2019-08-02","0.8984","0.1906","1.4686","1.6055","0.01899","0.01240","0.06846","1.3225"
"2019-08-06","0.8974","0.1887","1.4832","1.6119","0.01868","0.01245","0.06759","1.3253"
"2019-08-07","0.8995","0.1887","1.4946","1.6185","0.01875","0.01258","0.06773","1.3322"
"2019-08-08","0.9022","0.1882","1.4848","1.6088","0.01879","0.01250","0.06794","1.3257"
"2019-08-09","0.8990","0.1872","1.4814","1.5955","0.01865","0.01252","0.06807","1.3221"
"2019-08-12","0.8937","0.1875","1.4839","1.5988","0.01857","0.01257","0.06752","1.3234"
"2019-08-13","0.8984","0.1878","1.4808","1.5972","0.01853","0.01245","0.06798","1.3236"
"2019-08-14","0.8980","0.1895","1.4842","1.6056","0.01867","0.01257","0.06791","1.3311"
"2019-08-15","0.9033","0.1894","1.4808","1.6145","0.01857","0.01256","0.06784","1.3325"
"2019-08-16","0.9011","0.1887","1.4731","1.6146","0.01867","0.01250","0.06783","1.3286"
"2019-08-19","0.9006","0.1886","1.4753","1.6133","0.01861","0.01248","0.06716","1.3298"
"2019-08-20","0.9030","0.1887","1.4777","1.6179","0.01861","0.01253","0.06741","1.3323"
"2019-08-21","0.9017","0.1880","1.4734","1.6112","0.01858","0.01247","0.06745","1.3278"
"2019-08-22","0.8989","0.1877","1.4734","1.6274","0.01848","0.01249","0.06729","1.3293"
"2019-08-23","0.8986","0.1877","1.4794","1.6318","0.01859","0.01258","0.06700","1.3310"
"2019-08-26","0.8996","0.1857","1.4753","1.6237","0.01844","0.01252","0.06673","1.3279"
"2019-08-27","0.8966","0.1852","1.4721","1.6300","0.01855","0.01254","0.06636","1.3267"
"2019-08-28","0.8969","0.1857","1.4739","1.6255","0.01853","0.01256","0.06640","1.3301"
"2019-08-29","0.8955","0.1861","1.4706","1.6215","0.01855","0.01249","0.06609","1.3296"
"2019-08-30","0.8946","0.1858","1.4629","1.6185","0.01861","0.01251","0.06627","1.3295"
"2019-09-03","0.9007","0.1859","1.4626","1.6107","0.01847","0.01259","0.06665","1.3343"
"2019-09-04","0.9011","0.1856","1.4622","1.6181","0.01842","0.01248","0.06706","1.3263"
"2019-09-05","0.9019","0.1850","1.4614","1.6307","0.01841","0.01237","0.06723","1.3228"
"2019-09-06","0.9024","0.1851","1.4543","1.6209","0.01838","0.01233","0.06735","1.3174"
"2019-09-09","0.9036","0.1847","1.4541","1.6253","0.01835","0.01229","0.06732","1.3155"
"2019-09-10","0.9023","0.1850","1.4522","1.6249","0.01829","0.01225","0.06736","1.3153"
"2019-09-11","0.9044","0.1852","1.4503","1.6252","0.01840","0.01223","0.06746","1.3181"
"2019-09-12","0.9076","0.1865","1.4579","1.6292","0.01859","0.01223","0.06795","1.3205"
"2019-09-13","0.9123","0.1873","1.4684","1.6521","0.01867","0.01226","0.06838","1.3257"
"2019-09-16","0.9093","0.1874","1.4585","1.6466","0.01851","0.01227","0.06816","1.3248"
"2019-09-17","0.9087","0.1869","1.4655","1.6542","0.01852","0.01226","0.06824","1.3257"
"2019-09-18","0.9078","0.1873","1.4669","1.6560","0.01865","0.01226","0.06854","1.3271"
"2019-09-19","0.9015","0.1868","1.4657","1.6576","0.01859","0.01228","0.06836","1.3259"
"2019-09-20","0.8989","0.1872","1.4622","1.6573","0.01869","0.01231","0.06824","1.3275"
"2019-09-23","0.8984","0.1864","1.4584","1.6491","0.01873","0.01235","0.06819","1.3270"
"2019-09-24","0.9005","0.1862","1.4584","1.6538","0.01868","0.01234","0.06811","1.3249"
"2019-09-25","0.8960","0.1861","1.4542","1.6411","0.01868","0.01232","0.06780","1.3270"
"2019-09-26","0.8963","0.1859","1.4503","1.6368","0.01869","0.01231","0.06759","1.3260"
"2019-09-27","0.8961","0.1860","1.4496","1.6307","0.01880","0.01227","0.06732","1.3249"
"2019-09-30","0.8941","0.1853","1.4438","1.6290","0.01873","0.01225","0.06712","1.3243"
"2019-10-01","0.8868","0.1853","1.4464","1.6242","0.01862","0.01227","0.06689","1.3244"
"2019-10-02","0.8904","0.1860","1.4556","1.6348","0.01868","0.01239","0.06715","1.3294"
"2019-10-03","0.8985","0.1865","1.4632","1.6494","0.01877","0.01247","0.06760","1.3330"
"2019-10-04","0.9011","0.1863","1.4619","1.6401","0.01879","0.01246","0.06815","1.3317"
"2019-10-07","0.8968","0.1861","1.4616","1.6385","0.01875","0.01242","0.06803","1.3306"
"2019-10-08","0.8971","0.1865","1.4603","1.6270","0.01871","0.01244","0.06799","1.3323"
"2019-10-09","0.8972","0.1868","1.4626","1.6276","0.01874","0.01240","0.06810","1.3324"
"2019-10-10","0.8990","0.1868","1.4644","1.6409","0.01872","0.01233","0.06819","1.3294"
"2019-10-11","0.8973","0.1861","1.4577","1.6710","0.01860","0.01217","0.06830","1.3198"
"2019-10-15","0.8924","0.1865","1.4560","1.6810","0.01848","0.01215","0.06862","1.3211"
"2019-10-16","0.8909","0.1861","1.4603","1.6931","0.01849","0.01214","0.06871","1.3201"
"2019-10-17","0.8969","0.1857","1.4618","1.6883","0.01848","0.01210","0.06857","1.3143"
"2019-10-18","0.8994","0.1854","1.4644","1.6956","0.01848","0.01211","0.06858","1.3132"
"2019-10-21","0.8996","0.1851","1.4606","1.7001","0.01848","0.01206","0.06843","1.3096"
"2019-10-22","0.8985","0.1850","1.4581","1.6927","0.01848","0.01206","0.06853","1.3094"
"2019-10-23","0.8961","0.1851","1.4555","1.6865","0.01848","0.01205","0.06841","1.3086"
"2019-10-24","0.8922","0.1849","1.4529","1.6811","0.01842","0.01204","0.06843","1.3075"
"2019-10-25","0.8915","0.1849","1.4483","1.6753","0.01845","0.01202","0.06850","1.3064"
"2019-10-28","0.8923","0.1847","1.4487","1.6786","0.01846","0.01199","0.06850","1.3056"
"2019-10-29","0.8970","0.1850","1.4520","1.6827","0.01845","0.01201","0.06839","1.3075"
"2019-10-30","0.9033","0.1864","1.4622","1.6937","0.01853","0.01208","0.06865","1.3152"
"2019-10-31","0.9072","0.1869","1.4671","1.7034","0.01854","0.01218","0.06860","1.3160"
"2019-11-01","0.9090","0.1869","1.4683","1.7032","0.01859","0.01217","0.06881","1.3157"
"2019-11-04","0.9066","0.1870","1.4652","1.6962","0.01858","0.01211","0.06864","1.3148"
"2019-11-05","0.9072","0.1877","1.4570","1.6943","0.01858","0.01206","0.06850","1.3153"
"2019-11-06","0.9076","0.1883","1.4596","1.6957","0.01857","0.01210","0.06866","1.3179"
"2019-11-07","0.9091","0.1888","1.4563","1.6891","0.01855","0.01206","0.06886","1.3176"
"2019-11-08","0.9067","0.1890","1.4576","1.6915","0.01854","0.01211","0.06920","1.3223"
"2019-11-12","0.9052","0.1888","1.4569","1.6999","0.01844","0.01213","0.06874","1.3228"
"2019-11-13","0.9050","0.1886","1.4580","1.7010","0.01837","0.01218","0.06815","1.3249"
"2019-11-14","0.8989","0.1888","1.4599","1.7057","0.01842","0.01222","0.06829","1.3258"
"2019-11-15","0.9011","0.1888","1.4618","1.7069","0.01847","0.01216","0.06888","1.3231"
"2019-11-18","0.9001","0.1881","1.4633","1.7127","0.01838","0.01216","0.06857","1.3214"
"2019-11-19","0.9037","0.1884","1.4665","1.7116","0.01844","0.01219","0.06842","1.3237"
"2019-11-20","0.9051","0.1891","1.4723","1.7183","0.01854","0.01225","0.06831","1.3304"
"2019-11-21","0.9025","0.1890","1.4703","1.7164","0.01852","0.01223","0.06843","1.3285"
"2019-11-22","0.9016","0.1887","1.4661","1.7060","0.01852","0.01223","0.06852","1.3287"
"2019-11-25","0.9016","0.1891","1.4652","1.7155","0.01856","0.01222","0.06847","1.3307"
"2019-11-26","0.9015","0.1889","1.4641","1.7085","0.01858","0.01219","0.06810","1.3288"
"2019-11-27","0.9002","0.1889","1.4608","1.7115","0.01862","0.01214","0.06795","1.3278"
"2019-11-28","0.8990","0.1888","1.4623","1.7151","0.01857","0.01213","0.06779","1.3285"
"2019-11-29","0.8988","0.1890","1.4633","1.7172","0.01853","0.01214","0.06800","1.3289"
"2019-12-02","0.9058","0.1889","1.4715","1.7201","0.01856","0.01218","0.06796","1.3297"
"2019-12-03","0.9100","0.1884","1.4742","1.7290","0.01854","0.01225","0.06793","1.3302"
"2019-12-04","0.9056","0.1875","1.4655","1.7317","0.01850","0.01215","0.06790","1.3223"
"2019-12-05","0.8998","0.1870","1.4622","1.7325","0.01849","0.01211","0.06801","1.3174"
"2019-12-06","0.9064","0.1884","1.4658","1.7401","0.01860","0.01220","0.06860","1.3255"
"2019-12-09","0.9040","0.1880","1.4648","1.7407","0.01863","0.01219","0.06878","1.3235"
"2019-12-10","0.9014","0.1881","1.4672","1.7443","0.01868","0.01217","0.06880","1.3233"
"2019-12-11","0.9058","0.1875","1.4652","1.7398","0.01866","0.01215","0.06886","1.3201"
"2019-12-12","0.9091","0.1884","1.4660","1.7313","0.01865","0.01208","0.06905","1.3182"
"2019-12-13","0.9069","0.1887","1.4678","1.7584","0.01863","0.01206","0.06920","1.3183"
"2019-12-16","0.9056","0.1879","1.4647","1.7531","0.01853","0.01200","0.06928","1.3142"
"2019-12-17","0.9012","0.1881","1.4677","1.7287","0.01853","0.01202","0.06955","1.3160"
"2019-12-18","0.8993","0.1873","1.4586","1.7158","0.01848","0.01197","0.06920","1.3119"
"2019-12-19","0.9026","0.1872","1.4594","1.7097","0.01845","0.01201","0.06919","1.3122"
"2019-12-20","0.9085","0.1879","1.4584","1.7154","0.01851","0.01203","0.06956","1.3164"
"2019-12-23","0.9104","0.1877","1.4592","1.7017","0.01847","0.01203","0.06946","1.3160"
"2019-12-24","0.9108","0.1878","1.4584","1.7046","0.01846","0.01203","0.06943","1.3157"
"2019-12-27","0.9125","0.1869","1.4611","1.7124","0.01830","0.01195","0.06933","1.3078"
"2019-12-30","0.9141","0.1869","1.4631","1.7142","0.01831","0.01199","0.06913","1.3059"
"2019-12-31","0.9122","0.1865","1.4583","1.7174","0.01820","0.01196","0.06882","1.2988"
"2020-01-02","0.9079","0.1866","1.4520","1.7085","0.01821","0.01197","0.06883","1.2992"
"2020-01-03","0.9035","0.1864","1.4497","1.6993","0.01810","0.01202","0.06869","1.2988"
"2020-01-06","0.8996","0.1859","1.4515","1.7064","0.01804","0.01198","0.06882","1.2970"
"2020-01-07","0.8934","0.1873","1.4502","1.7070","0.01810","0.01199","0.06889","1.3009"
"2020-01-08","0.8943","0.1875","1.4480","1.7073","0.01821","0.01196","0.06927","1.3026"
"2020-01-09","0.8966","0.1887","1.4526","1.7075","0.01837","0.01195","0.06945","1.3079"
"2020-01-10","0.9003","0.1886","1.4504","1.7048","0.01840","0.01191","0.06947","1.3051"
"2020-01-13","0.9013","0.1893","1.4528","1.6949","0.01844","0.01187","0.06935","1.3048"
"2020-01-14","0.9016","0.1897","1.4530","1.6995","0.01844","0.01187","0.06947","1.3062"
"2020-01-15","0.9005","0.1894","1.4554","1.6996","0.01845","0.01187","0.06941","1.3050"
"2020-01-16","0.9003","0.1896","1.4532","1.7041","0.01838","0.01185","0.06941","1.3045"
"2020-01-17","0.8987","0.1904","1.4493","1.7017","0.01838","0.01186","0.06976","1.3062"
"2020-01-20","0.8965","0.1901","1.4471","1.6968","0.01838","0.01185","0.06992","1.3053"
"2020-01-21","0.8958","0.1892","1.4502","1.7058","0.01836","0.01189","0.06979","1.3067"
"2020-01-22","0.8975","0.1899","1.4541","1.7225","0.01845","0.01193","0.07017","1.3116"
"2020-01-23","0.9000","0.1895","1.4533","1.7234","0.01841","0.01201","0.07000","1.3143"
"2020-01-24","0.8973","0.1894","1.4493","1.7189","0.01843","0.01202","0.06985","1.3140"
"2020-01-27","0.8914","0.1900","1.4525","1.7211","0.01845","0.01210","0.06967","1.3182"
"2020-01-28","0.8899","0.1900","1.4509","1.7132","0.01850","0.01208","0.07014","1.3179"
"2020-01-29","0.8903","0.1902","1.4520","1.7166","0.01850","0.01209","0.07054","1.3196"
"2020-01-30","0.8870","0.1905","1.4579","1.7303","0.01847","0.01215","0.07030","1.3217"
"2020-01-31","0.8860","0.1908","1.4653","1.7435","0.01850","0.01219","0.07009","1.3233"
"2020-02-03","0.8883","0.1891","1.4681","1.7274","0.01861","0.01222","0.07065","1.3275"
"2020-02-04","0.8937","0.1897","1.4662","1.7302","0.01866","0.01214","0.07104","1.3278"
"2020-02-05","0.8971","0.1906","1.4622","1.7272","0.01867","0.01211","0.07140","1.3289"
"2020-02-06","0.8957","0.1907","1.4596","1.7198","0.01867","0.01209","0.07126","1.3290"
"2020-02-07","0.8883","0.1901","1.4574","1.7183","0.01861","0.01212","0.07090","1.3305"
"2020-02-10","0.8898","0.1907","1.4548","1.7213","0.01868","0.01214","0.07101","1.3319"
"2020-02-11","0.8925","0.1908","1.4510","1.7215","0.01865","0.01210","0.07118","1.3292"
"2020-02-12","0.8934","0.1901","1.4431","1.7187","0.01859","0.01205","0.07115","1.3254"
"2020-02-13","0.8920","0.1900","1.4378","1.7296","0.01860","0.01207","0.07114","1.3256"
"2020-02-14","0.8897","0.1896","1.4368","1.7264","0.01853","0.01207","0.07135","1.3249"
"2020-02-18","0.8867","0.1895","1.4326","1.7253","0.01853","0.01207","0.07127","1.3258"
"2020-02-19","0.8832","0.1891","1.4282","1.7119","0.01849","0.01191","0.07118","1.3231"
"2020-02-20","0.8773","0.1887","1.4312","1.7066","0.01849","0.01183","0.07052","1.3254"
"2020-02-21","0.8759","0.1882","1.4341","1.7138","0.01839","0.01184","0.06992","1.3224"
"2020-02-24","0.8775","0.1889","1.4407","1.7159","0.01846","0.01199","0.06949","1.3279"
"2020-02-25","0.8763","0.1894","1.4431","1.7261","0.01851","0.01205","0.06958","1.3281"
"2020-02-26","0.8730","0.1895","1.4476","1.7191","0.01859","0.01205","0.06938","1.3307"
"2020-02-27","0.8793","0.1907","1.4672","1.7216","0.01864","0.01215","0.06887","1.3361"
"2020-02-28","0.8728","0.1921","1.4766","1.7190","0.01852","0.01241","0.06795","1.3429"
"2020-03-02","0.8727","0.1919","1.4890","1.7069","0.01834","0.01239","0.06799","1.3356"
"2020-03-03","0.8818","0.1918","1.4912","1.7112","0.01826","0.01244","0.06894","1.3363"
"2020-03-04","0.8860","0.1933","1.4902","1.7192","0.01824","0.01247","0.06880","1.3392"
"2020-03-05","0.8850","0.1934","1.5021","1.7348","0.01825","0.01259","0.06766","1.3415"
"2020-03-06","0.8902","0.1936","1.5187","1.7466","0.01814","0.01274","0.06649","1.3421"
"2020-03-09","0.9004","0.1957","1.5559","1.7835","0.01833","0.01330","0.06422","1.3598"
"2020-03-10","0.8941","0.1974","1.5571","1.7802","0.01852","0.01315","0.06576","1.3731"
"2020-03-11","0.8956","0.1976","1.5531","1.7719","0.01865","0.01313","0.06485","1.3745"
"2020-03-12","0.8752","0.1967","1.5440","1.7426","0.01858","0.01316","0.06269","1.3820"
"2020-03-13","0.8642","0.1985","1.5430","1.7260","0.01883","0.01294","0.06380","1.3901"
"2020-03-16","0.8564","0.1994","1.5574","1.7124","0.01885","0.01319","0.06142","1.3964"
"2020-03-17","0.8496","0.2022","1.5574","1.7116","0.01911","0.01321","0.06163","1.4175"
"2020-03-18","0.8453","0.2058","1.5772","1.6991","0.01947","0.01342","0.06063","1.4496"
"2020-03-19","0.8424","0.2039","1.5555","1.6845","0.01936","0.01316","0.05982","1.4495"
"2020-03-20","0.8374","0.2021","1.5327","1.6810","0.01903","0.01292","0.05958","1.4332"
"2020-03-23","0.8394","0.2043","1.5584","1.6733","0.01898","0.01305","0.05799","1.4482"
"2020-03-24","0.8573","0.2052","1.5634","1.7017","0.01901","0.01302","0.05796","1.4491"
"2020-03-25","0.8542","0.2011","1.5495","1.6883","0.01873","0.01284","0.05881","1.4302"
"2020-03-26","0.8508","0.1990","1.5487","1.7009","0.01877","0.01285","0.06017","1.4077"
"2020-03-27","0.8589","0.1981","1.5525","1.7353","0.01864","0.01299","0.06000","1.4056"
"2020-03-30","0.8710","0.1994","1.5613","1.7548","0.01877","0.01311","0.05852","1.4156"
"2020-03-31","0.8676","0.2002","1.5584","1.7604","0.01882","0.01314","0.06003","1.4187"
"2020-04-01","0.8640","0.2002","1.5538","1.7622","0.01868","0.01326","0.05837","1.4217"
"2020-04-02","0.8569","0.2001","1.5396","1.7562","0.01856","0.01317","0.05850","1.4179"
"2020-04-03","0.8487","0.1994","1.5267","1.7331","0.01855","0.01304","0.05726","1.4142"
"2020-04-06","0.8598","0.1992","1.5251","1.7363","0.01857","0.01295","0.05698","1.4127"
"2020-04-07","0.8662","0.1984","1.5245","1.7263","0.01849","0.01284","0.05811","1.3986"
"2020-04-08","0.8722","0.1986","1.5254","1.7389","0.01845","0.01290","0.05818","1.4034"
"2020-04-09","0.8817","0.1985","1.5277","1.7419","0.01833","0.01289","0.05924","1.3985"
"2020-04-13","0.8891","0.1976","1.5209","1.7433","0.01828","0.01294","0.05882","1.3936"
"2020-04-14","0.8922","0.1972","1.5253","1.7524","0.01827","0.01297","0.05907","1.3904"
"2020-04-15","0.8903","0.1993","1.5360","1.7624","0.01840","0.01310","0.05861","1.4086"
"2020-04-16","0.8904","0.1995","1.5331","1.7597","0.01839","0.01312","0.05837","1.4122"
"2020-04-17","0.8925","0.1985","1.5262","1.7539","0.01834","0.01305","0.05875","1.4037"
"2020-04-20","0.8971","0.1991","1.5308","1.7539","0.01840","0.01308","0.05856","1.4086"
"2020-04-21","0.8925","0.2002","1.5412","1.7451","0.01846","0.01319","0.05825","1.4203"
"2020-04-22","0.8943","0.1998","1.5335","1.7450","0.01851","0.01313","0.05773","1.4155"
"2020-04-23","0.8973","0.1989","1.5185","1.7377","0.01852","0.01307","0.05714","1.4063"
"2020-04-24","0.8984","0.1990","1.5215","1.7393","0.01848","0.01311","0.05653","1.4090"
"2020-04-27","0.9078","0.1983","1.5227","1.7452","0.01844","0.01311","0.05658","1.4053"
"2020-04-28","0.9082","0.1975","1.5159","1.7400","0.01840","0.01309","0.05738","1.3978"
"2020-04-29","0.9095","0.1967","1.5117","1.7315","0.01844","0.01305","0.05805","1.3922"
"2020-04-30","0.9075","0.1970","1.5186","1.7476","0.01853","0.01301","0.05809","1.3910"
"2020-05-01","0.9042","0.1992","1.5453","1.7602","0.01857","0.01317","0.05716","1.4066"
"2020-05-04","0.9035","0.1994","1.5371","1.7511","0.01862","0.01318","0.05784","1.4085"
"2020-05-05","0.9054","0.1987","1.5225","1.7472","0.01853","0.01317","0.05874","1.4032"
"2020-05-06","0.9075","0.1988","1.5264","1.7458","0.01858","0.01331","0.05822","1.4124"
"2020-05-07","0.9074","0.1978","1.5141","1.7290","0.01849","0.01317","0.05822","1.4015"
"2020-05-08","0.9096","0.1970","1.5109","1.7291","0.01844","0.01307","0.05872","1.3934"
"2020-05-11","0.9084","0.1974","1.5156","1.7282","0.01847","0.01302","0.05866","1.4012"
"2020-05-12","0.9117","0.1979","1.5221","1.7253","0.01866","0.01306","0.05828","1.4015"
"2020-05-13","0.9102","0.1985","1.5255","1.7237","0.01868","0.01315","0.05809","1.4073"
"2020-05-14","0.9056","0.1985","1.5206","1.7186","0.01865","0.01315","0.05827","1.4090"
"2020-05-15","0.9051","0.1984","1.5248","1.7105","0.01859","0.01315","0.05881","1.4094"
"2020-05-19","0.9110","0.1956","1.5196","1.7025","0.01836","0.01288","0.05893","1.3893"
"2020-05-20","0.9158","0.1958","1.5254","1.7019","0.01839","0.01292","0.05973","1.3892"
"2020-05-21","0.9158","0.1959","1.5281","1.7043","0.01844","0.01294","0.06075","1.3935"
"2020-05-22","0.9147","0.1965","1.5272","1.7067","0.01845","0.01303","0.06136","1.4015"
"2020-05-25","0.9152","0.1960","1.5240","1.7050","0.01843","0.01298","0.06189","1.3984"
"2020-05-26","0.9180","0.1935","1.5154","1.7033","0.01829","0.01283","0.06208","1.3804"
"2020-05-27","0.9098","0.1922","1.5144","1.6882","0.01817","0.01279","0.06166","1.3780"
"2020-05-28","0.9155","0.1926","1.5224","1.6951","0.01819","0.01278","0.06197","1.3764"
"2020-05-29","0.9164","0.1932","1.5314","1.7003","0.01824","0.01281","0.06215","1.3787"
"2020-06-01","0.9229","0.1911","1.5162","1.6978","0.01804","0.01266","0.06184","1.3630"
