date,CAD_per_EUR
2024-03-01,1.469
2024-03-04,1.4734
2024-03-05,1.4745
2024-03-06,1.474
2024-03-07,1.4721
2024-03-08,1.4744
2024-03-11,1.474
2024-03-12,1.4739
2024-03-13,1.4746
2024-03-14,1.4727
2024-03-15,1.4735
2024-03-18,1.4734
2024-03-19,1.4747
2024-03-20,1.4728
2024-03-21,1.4706
2024-03-22,1.47
2024-03-25,1.4718
2024-03-26,1.4711
2024-03-27,1.4701
2024-03-28,1.4632
2024-04-01,1.4592
2024-04-02,1.4609
2024-04-03,1.4642
2024-04-04,1.4666
2024-04-05,1.4723
2024-04-08,1.4736
2024-04-09,1.4748
2024-04-10,1.4703
2024-04-11,1.4684
2024-04-12,1.4648
2024-04-15,1.4638
2024-04-16,1.469
2024-04-17,1.4692
2024-04-18,1.4665
2024-04-19,1.4653
2024-04-22,1.4601
2024-04-23,1.4623
2024-04-24,1.4659
2024-04-25,1.4671
2024-04-26,1.4624
2024-04-29,1.4636
2024-04-30,1.4695
2024-05-01,1.47
2024-05-02,1.4667
2024-05-03,1.4724
2024-05-06,1.4723
2024-05-07,1.4757
2024-05-08,1.476
2024-05-09,1.4748
2024-05-10,1.4722
2024-05-13,1.476
2024-05-14,1.4767
2024-05-15,1.4792
2024-05-16,1.4802
2024-05-17,1.4793
2024-05-21,1.4816
2024-05-22,1.4814
2024-05-23,1.4836
2024-05-24,1.4834
2024-05-27,1.4804
2024-05-28,1.4825
2024-05-29,1.4824
2024-05-30,1.482
2024-05-31,1.4802
2024-06-03,1.4831
2024-06-04,1.488
2024-06-05,1.4889
2024-06-06,1.4897
2024-06-07,1.486
2024-06-10,1.48
2024-06-11,1.4778
2024-06-12,1.4836
2024-06-13,1.4792
2024-06-14,1.4702
2024-06-17,1.4735
2024-06-18,1.4734
2024-06-19,1.4732
2024-06-20,1.4678
2024-06-21,1.465
2024-06-24,1.4663
2024-06-25,1.4626
2024-06-26,1.463
2024-06-27,1.4661
2024-06-28,1.4659
2024-07-02,1.4705
2024-07-03,1.4713
2024-07-04,1.4713
2024-07-05,1.4763
2024-07-08,1.4771
2024-07-09,1.4748
2024-07-10,1.4743
2024-07-11,1.4811
2024-07-12,1.4856
2024-07-15,1.4902
2024-07-16,1.49
2024-07-17,1.4964
2024-07-18,1.4944
2024-07-19,1.4942
2024-07-22,1.4972
2024-07-23,1.4943
2024-07-24,1.4967
2024-07-25,1.4997
2024-07-26,1.5019
2024-07-29,1.4986
2024-07-30,1.4974
2024-07-31,1.4949
2024-08-01,1.4943
2024-08-02,1.5111
2024-08-06,1.5069
2024-08-07,1.5008
2024-08-08,1.4991
2024-08-09,1.4996
2024-08-12,1.5012
2024-08-13,1.5047
2024-08-14,1.5112
2024-08-15,1.5056
2024-08-16,1.5081
2024-08-19,1.5104
2024-08-20,1.5139
2024-08-21,1.5141
2024-08-22,1.5118
2024-08-23,1.5107
2024-08-26,1.5052
2024-08-27,1.5035
2024-08-28,1.4975
2024-08-29,1.4928
2024-08-30,1.4921
2024-09-03,1.4959
2024-09-04,1.4975
2024-09-05,1.4999
2024-09-06,1.5022
2024-09-09,1.4977
2024-09-10,1.4993
2024-09-11,1.4973
2024-09-12,1.5009
2024-09-13,1.506
2024-09-16,1.5121
2024-09-17,1.512
2024-09-18,1.5123
2024-09-19,1.5119
2024-09-20,1.5139
2024-09-23,1.5029
2024-09-24,1.5022
2024-09-25,1.5023
2024-09-26,1.5046
2024-09-27,1.5076
2024-10-01,1.4947
2024-10-02,1.4905
2024-10-03,1.4933
2024-10-04,1.4895
2024-10-07,1.4939
2024-10-08,1.4988
2024-10-09,1.4986
2024-10-10,1.5029
2024-10-11,1.5056
2024-10-15,1.5044
2024-10-16,1.4974
2024-10-17,1.4933
2024-10-18,1.4989
2024-10-21,1.4983
2024-10-22,1.494
2024-10-23,1.4917
2024-10-24,1.4966
2024-10-25,1.5003
2024-10-28,1.5031
2024-10-29,1.5023
2024-10-30,1.5098
2024-10-31,1.5122
2024-11-01,1.5122
2024-11-04,1.5132
2024-11-05,1.5124
2024-11-06,1.4953
2024-11-07,1.4971
2024-11-08,1.4926
2024-11-12,1.4798
2024-11-13,1.4794
2024-11-14,1.48
2024-11-15,1.4847
2024-11-18,1.4855
2024-11-19,1.4799
2024-11-20,1.4741
2024-11-21,1.4658
2024-11-22,1.4558
2024-11-25,1.468
2024-11-26,1.4761
2024-11-27,1.4827
2024-11-28,1.4782
2024-11-29,1.4799
2024-12-02,1.4745
2024-12-03,1.4782
2024-12-04,1.4791
2024-12-05,1.4838
2024-12-06,1.4935
2024-12-09,1.4934
2024-12-10,1.4902
2024-12-11,1.486
2024-12-12,1.4882
2024-12-13,1.4938
2024-12-16,1.4958
2024-12-17,1.5018
2024-12-18,1.5003
2024-12-19,1.4916
2024-12-20,1.4968
2024-12-23,1.4974
2024-12-24,1.4958
2024-12-27,1.5031
2024-12-30,1.4953
2024-12-31,1.4928
2025-01-02,1.4816
2025-01-03,1.487
2025-01-06,1.4909
2025-01-07,1.4871
2025-01-08,1.4829
2025-01-09,1.4829
2025-01-10,1.4779
2025-01-13,1.4714
2025-01-14,1.4778
2025-01-15,1.4767
2025-01-16,1.4812
2025-01-17,1.485
2025-01-20,1.4896
2025-01-21,1.4951
2025-01-22,1.4973
2025-01-23,1.4968
2025-01-24,1.5048
2025-01-27,1.5098
2025-01-28,1.5013
2025-01-29,1.5027
2025-01-30,1.5027
2025-01-31,1.5042
2025-02-03,1.5018
2025-02-04,1.4876
2025-02-05,1.4889
2025-02-06,1.4859
2025-02-07,1.4792
2025-02-10,1.477
2025-02-11,1.4797
2025-02-12,1.4837
2025-02-13,1.4843
2025-02-14,1.4873
2025-02-18,1.4831
2025-02-19,1.4824
2025-02-20,1.4864
2025-02-21,1.4865
2025-02-24,1.4897
2025-02-25,1.5007
2025-02-26,1.5047
2025-02-27,1.5026
2025-02-28,1.5007
2025-03-03,1.5128
2025-03-04,1.5292
2025-03-05,1.5467
2025-03-06,1.5467
2025-03-07,1.5591
2025-03-10,1.5637
2025-03-11,1.5785
2025-03-12,1.5687
2025-03-13,1.5642
2025-03-14,1.5659
2025-03-17,1.5612
2025-03-18,1.5629
2025-03-19,1.5603
2025-03-20,1.5554
2025-03-21,1.5533
2025-03-24,1.5469
2025-03-25,1.5456
2025-03-26,1.5373
2025-03-27,1.5444
2025-03-28,1.5474
2025-03-31,1.554
2025-04-01,1.5488
2025-04-02,1.5525
2025-04-03,1.5561
2025-04-04,1.5617
2025-04-07,1.5561
2025-04-08,1.5523
2025-04-09,1.5595
2025-04-10,1.565
2025-04-11,1.5744
2025-04-14,1.5755
2025-04-15,1.574
2025-04-16,1.5798
2025-04-17,1.5743
2025-04-21,1.5911
2025-04-22,1.584
2025-04-23,1.5752
2025-04-24,1.5776
2025-04-25,1.5758
2025-04-28,1.5773
2025-04-29,1.5778
2025-04-30,1.5687
2025-05-01,1.5625
2025-05-02,1.5634
2025-05-05,1.5644
2025-05-06,1.5646
2025-05-07,1.5657
2025-05-08,1.5658
2025-05-09,1.5685
2025-05-12,1.554
2025-05-13,1.5591
2025-05-14,1.564
2025-05-15,1.5644
2025-05-16,1.5604
2025-05-20,1.5687
2025-05-21,1.5699
2025-05-22,1.565
2025-05-23,1.5607
2025-05-26,1.5626
2025-05-27,1.5626
2025-05-28,1.5623
2025-05-29,1.5682
2025-05-30,1.5613
2025-06-02,1.5663
2025-06-03,1.5615
2025-06-04,1.5616
2025-06-05,1.5636
2025-06-06,1.5601
2025-06-09,1.5621
2025-06-10,1.5637
2025-06-11,1.5688
2025-06-12,1.5767
2025-06-13,1.5692
2025-06-16,1.5704
2025-06-17,1.5673
2025-06-18,1.5727
2025-06-19,1.5747
2025-06-20,1.5819
2025-06-23,1.5862
2025-06-24,1.5926
2025-06-25,1.5971
2025-06-26,1.5979
2025-06-27,1.5971
2025-06-30,1.603
2025-07-02,1.6048
2025-07-03,1.5958
2025-07-04,1.6022
2025-07-07,1.6009
2025-07-08,1.6018
2025-07-09,1.6037
2025-07-10,1.5998
2025-07-11,1.5999
2025-07-14,1.5987
2025-07-15,1.5932
2025-07-16,1.5934
2025-07-17,1.5938
2025-07-18,1.597
2025-07-21,1.6004
2025-07-22,1.5991
2025-07-23,1.5985
2025-07-24,1.6036
2025-07-25,1.6076
2025-07-28,1.5943
2025-07-29,1.5891
2025-07-30,1.5843
2025-07-31,1.582
2025-08-01,1.5922
2025-08-05,1.5942
2025-08-06,1.5999
2025-08-07,1.6004
2025-08-08,1.6026
2025-08-11,1.6003
2025-08-12,1.6063
2025-08-13,1.6118
2025-08-14,1.6084
2025-08-15,1.6156
2025-08-18,1.6112
2025-08-19,1.6154
2025-08-20,1.6167
2025-08-21,1.6147
2025-08-22,1.62
2025-08-25,1.6141
2025-08-26,1.6119
2025-08-27,1.605
2025-08-28,1.6065
2025-08-29,1.6062
2025-09-02,1.6057
2025-09-03,1.6089
2025-09-04,1.6101
2025-09-05,1.6224
2025-09-08,1.623
2025-09-09,1.6217
2025-09-10,1.6224
2025-09-11,1.6239
2025-09-12,1.6237
2025-09-15,1.624
2025-09-16,1.6286
2025-09-17,1.6305
2025-09-18,1.6259
2025-09-19,1.6199
2025-09-22,1.628
2025-09-23,1.6325
2025-09-24,1.6309
2025-09-25,1.6263
2025-09-26,1.6301
2025-09-29,1.6331
2025-10-01,1.6362
2025-10-02,1.6364
2025-10-03,1.638
2025-10-06,1.6333
2025-10-07,1.6274
2025-10-08,1.6211
2025-10-09,1.6204
2025-10-10,1.6232
2025-10-14,1.6282
2025-10-15,1.6334
2025-10-16,1.6399
2025-10-17,1.6381
2025-10-20,1.6354
2025-10-21,1.6277
2025-10-22,1.6243
2025-10-23,1.6244
2025-10-24,1.6295
2025-10-27,1.629
2025-10-28,1.627
2025-10-29,1.6194
2025-10-30,1.6182
2025-10-31,1.6169
2025-11-03,1.6194
2025-11-04,1.6183
2025-11-05,1.6214
2025-11-06,1.6289
2025-11-07,1.6275
2025-11-10,1.6207
2025-11-12,1.6224
2025-11-13,1.6312
2025-11-14,1.63
2025-11-17,1.627
2025-11-18,1.6219
2025-11-19,1.6206
2025-11-20,1.6237
2025-11-21,1.6229
2025-11-24,1.6262
2025-11-25,1.6317
2025-11-26,1.6289
2025-11-27,1.6272
2025-11-28,1.6205
2025-12-01,1.625
2025-12-02,1.624
2025-12-03,1.6274
2025-12-04,1.6267
2025-12-05,1.6139
2025-12-08,1.6101
2025-12-09,1.61
2025-12-10,1.6123
2025-12-11,1.6179
2025-12-12,1.6162
2025-12-15,1.6182
2025-12-16,1.6179
2025-12-17,1.6185
2025-12-18,1.6155
2025-12-19,1.6152
2025-12-22,1.6161
2025-12-23,1.6144
2025-12-24,1.6111
2025-12-29,1.6102
2025-12-30,1.6097
2025-12-31,1.6089
2026-01-02,1.611
2026-01-05,1.6116
2026-01-06,1.6127
2026-01-07,1.6156
2026-01-08,1.6163
2026-01-09,1.617
2026-01-12,1.6201
2026-01-13,1.6179
2026-01-14,1.6165
2026-01-15,1.6135
2026-01-16,1.6144
2026-01-19,1.6146
2026-01-20,1.6218
2026-01-21,1.6172
2026-01-22,1.6192
2026-01-23,1.6166
2026-01-26,1.6272
2026-01-27,1.6296
2026-01-28,1.6207
2026-01-29,1.6154
2026-01-30,1.612
2026-02-02,1.6139
2026-02-03,1.6121
2026-02-04,1.6136
2026-02-05,1.6135
2026-02-06,1.6126
2026-02-09,1.6168
2026-02-10,1.612
2026-02-11,1.6121
2026-02-12,1.6153
2026-02-13,1.6159
2026-02-17,1.616
2026-02-18,1.6151
2026-02-19,1.6112
2026-02-20,1.6124
2026-02-23,1.6148
2026-02-24,1.6147
2026-02-25,1.6147
2026-02-26,1.6145
2026-02-27,1.6116
2026-03-02,1.6013
2026-03-03,1.5869
2026-03-04,1.5896
2026-03-05,1.585
2026-03-06,1.5779
2026-03-09,1.5719
2026-03-10,1.5789
2026-03-11,1.5732
2026-03-12,1.5693
2026-03-13,1.5709
2026-03-16,1.5721
2026-03-17,1.5798
2026-03-18,1.5774
2026-03-19,1.5826
2026-03-20,1.5852
2026-03-23,1.5915
2026-03-24,1.5939
2026-03-25,1.5977
2026-03-26,1.597
2026-03-27,1.5983
2026-03-30,1.5964
2026-03-31,1.6072
2026-04-01,1.6116
2026-04-02,1.6058
2026-04-06,1.6069
2026-04-07,1.6094
2026-04-08,1.6185
2026-04-09,1.6168
2026-04-10,1.6211
2026-04-13,1.6188
2026-04-14,1.6229
2026-04-15,1.6215
2026-04-16,1.6148
2026-04-17,1.6137
2026-04-20,1.6089
2026-04-21,1.6044
2026-04-22,1.6012
2026-04-23,1.6008
2026-04-24,1.602
2026-04-27,1.5975
2026-04-28,1.6009
2026-04-29,1.5991
2026-04-30,1.5966
2026-05-01,1.5949
2026-05-04,1.5925
2026-05-05,1.5932
2026-05-06,1.6013
2026-05-07,1.6037
2026-05-08,1.6116
2026-05-11,1.6097
2026-05-12,1.6089
2026-05-13,1.6045
2026-05-14,1.6036
2026-05-15,1.5989
2026-05-19,1.5968
2026-05-20,1.5975
2026-05-21,1.599
2026-05-22,1.6027
2026-05-25,1.6072
2026-05-26,1.6059
2026-05-27,1.6093
2026-05-28,1.6082
2026-05-29,1.609
2026-06-01,1.609
2026-06-02,1.6097
2026-06-03,1.6107
2026-06-04,1.6156
2026-06-05,1.6082
