date,CAD_per_INR
2017-01-03,0.01965
2017-01-04,0.01959
2017-01-05,0.01954
2017-01-06,0.01942
2017-01-09,0.01942
2017-01-10,0.01936
2017-01-11,0.01934
2017-01-12,0.01928
2017-01-13,0.01927
2017-01-16,0.01932
2017-01-17,0.01922
2017-01-18,0.01932
2017-01-19,0.01955
2017-01-20,0.01959
2017-01-23,0.01951
2017-01-24,0.01934
2017-01-25,0.01923
2017-01-26,0.01923
2017-01-27,0.01928
2017-01-30,0.01933
2017-01-31,0.01929
2017-02-01,0.01939
2017-02-02,0.01937
2017-02-03,0.01937
2017-02-06,0.01949
2017-02-07,0.01955
2017-02-08,0.01962
2017-02-09,0.01967
2017-02-10,0.01957
2017-02-13,0.01953
2017-02-14,0.01955
2017-02-15,0.01957
2017-02-16,0.01947
2017-02-17,0.01953
2017-02-21,0.01963
2017-02-22,0.01968
2017-02-23,0.01966
2017-02-24,0.01964
2017-02-27,0.01967
2017-02-28,0.01987
2017-03-01,0.01995
2017-03-02,0.02004
2017-03-03,0.02007
2017-03-06,0.02011
2017-03-07,0.02014
2017-03-08,0.02018
2017-03-09,0.02027
2017-03-10,0.02022
2017-03-13,0.02032
2017-03-14,0.0205
2017-03-15,0.02046
2017-03-16,0.02037
2017-03-17,0.02038
2017-03-20,0.02044
2017-03-21,0.02039
2017-03-22,0.02041
2017-03-23,0.02037
2017-03-24,0.02045
2017-03-27,0.02057
2017-03-28,0.02056
2017-03-29,0.0206
2017-03-30,0.02051
2017-03-31,0.02052
2017-04-03,0.02059
2017-04-04,0.02063
2017-04-05,0.02067
2017-04-06,0.02078
2017-04-07,0.02084
2017-04-10,0.02067
2017-04-11,0.02066
2017-04-12,0.02056
2017-04-13,0.0206
2017-04-17,0.02059
2017-04-18,0.02071
2017-04-19,0.02083
2017-04-20,0.02086
2017-04-21,0.02089
2017-04-24,0.02092
2017-04-25,0.02113
2017-04-26,0.0212
2017-04-27,0.02125
2017-04-28,0.02125
2017-05-01,0.02125
2017-05-02,0.02138
2017-05-03,0.02137
2017-05-04,0.0214
2017-05-05,0.02132
2017-05-08,0.0213
2017-05-09,0.02123
2017-05-10,0.02118
2017-05-11,0.02128
2017-05-12,0.02135
2017-05-15,0.0213
2017-05-16,0.02123
2017-05-17,0.02123
2017-05-18,0.02098
2017-05-19,0.02098
2017-05-23,0.0208
2017-05-24,0.02079
2017-05-25,0.02084
2017-05-26,0.02086
2017-05-29,0.02083
2017-05-30,0.02083
2017-05-31,0.02093
2017-06-01,0.02095
2017-06-02,0.02096
2017-06-05,0.02095
2017-06-06,0.02089
2017-06-07,0.02095
2017-06-08,0.02102
2017-06-09,0.02094
2017-06-12,0.0208
2017-06-13,0.02057
2017-06-14,0.02056
2017-06-15,0.02057
2017-06-16,0.02052
2017-06-19,0.0205
2017-06-20,0.02056
2017-06-21,0.02063
2017-06-22,0.02049
2017-06-23,0.02057
2017-06-26,0.02054
2017-06-27,0.02045
2017-06-28,0.02024
2017-06-29,0.02013
2017-06-30,0.02008
2017-07-04,0.01998
2017-07-05,0.02003
2017-07-06,0.02
2017-07-07,0.01995
2017-07-10,0.01999
2017-07-11,0.02002
2017-07-12,0.01984
2017-07-13,0.01977
2017-07-14,0.01968
2017-07-17,0.01969
2017-07-18,0.01963
2017-07-19,0.01959
2017-07-20,0.01955
2017-07-21,0.01949
2017-07-24,0.01943
2017-07-25,0.01943
2017-07-26,0.01943
2017-07-27,0.01952
2017-07-28,0.01941
2017-07-31,0.01945
2017-08-01,0.01953
2017-08-02,0.01973
2017-08-03,0.01975
2017-08-04,0.01985
2017-08-08,0.0199
2017-08-09,0.01989
2017-08-10,0.01983
2017-08-11,0.01978
2017-08-14,0.01982
2017-08-15,0.01989
2017-08-16,0.01979
2017-08-17,0.01971
2017-08-18,0.01963
2017-08-21,0.01961
2017-08-22,0.01959
2017-08-23,0.01961
2017-08-24,0.01957
2017-08-25,0.01952
2017-08-28,0.01953
2017-08-29,0.01955
2017-08-30,0.0197
2017-08-31,0.01961
2017-09-01,0.01935
2017-09-05,0.01929
2017-09-06,0.01914
2017-09-07,0.01898
2017-09-08,0.01902
2017-09-11,0.01897
2017-09-12,0.01899
2017-09-13,0.01904
2017-09-14,0.01902
2017-09-15,0.019
2017-09-18,0.01908
2017-09-19,0.01909
2017-09-20,0.01909
2017-09-21,0.01904
2017-09-22,0.01901
2017-09-25,0.01895
2017-09-26,0.0189
2017-09-27,0.01889
2017-09-28,0.01902
2017-09-29,0.01911
2017-10-02,0.01915
2017-10-03,0.01908
2017-10-04,0.01919
2017-10-05,0.01926
2017-10-06,0.01919
2017-10-10,0.01916
2017-10-11,0.01918
2017-10-12,0.01917
2017-10-13,0.01927
2017-10-16,0.01936
2017-10-17,0.0193
2017-10-18,0.01919
2017-10-19,0.0192
2017-10-20,0.01938
2017-10-23,0.01945
2017-10-24,0.01946
2017-10-25,0.01967
2017-10-26,0.01979
2017-10-27,0.01979
2017-10-30,0.01979
2017-10-31,0.01991
2017-11-01,0.01995
2017-11-02,0.01985
2017-11-03,0.01977
2017-11-06,0.01972
2017-11-07,0.01966
2017-11-08,0.0196
2017-11-09,0.01953
2017-11-10,0.01946
2017-11-14,0.01946
2017-11-15,0.01957
2017-11-16,0.01951
2017-11-17,0.01966
2017-11-20,0.01965
2017-11-21,0.01969
2017-11-22,0.01962
2017-11-23,0.01969
2017-11-24,0.01965
2017-11-27,0.01975
2017-11-28,0.01988
2017-11-29,0.01998
2017-11-30,0.01999
2017-12-01,0.01973
2017-12-04,0.01972
2017-12-05,0.0197
2017-12-06,0.01977
2017-12-07,0.01989
2017-12-08,0.01995
2017-12-11,0.01997
2017-12-12,0.01999
2017-12-13,0.01994
2017-12-14,0.0199
2017-12-15,0.02003
2017-12-18,0.02003
2017-12-19,0.02013
2017-12-20,0.02003
2017-12-21,0.01989
2017-12-22,0.01993
2017-12-27,0.01971
2017-12-28,0.01964
2017-12-29,0.01964
2018-01-02,0.01972
2018-01-03,0.01973
2018-01-04,0.01974
2018-01-05,0.01957
2018-01-08,0.01957
2018-01-09,0.01956
2018-01-10,0.01964
2018-01-11,0.01968
2018-01-12,0.01966
2018-01-15,0.01956
2018-01-16,0.01939
2018-01-17,0.01945
2018-01-18,0.01949
2018-01-19,0.01952
2018-01-22,0.0195
2018-01-23,0.01953
2018-01-24,0.01938
2018-01-25,0.01939
2018-01-26,0.01937
2018-01-29,0.0194
2018-01-30,0.01936
2018-01-31,0.01934
2018-02-01,0.0192
2018-02-02,0.01931
2018-02-05,0.01948
2018-02-06,0.0195
2018-02-07,0.01952
2018-02-08,0.01958
2018-02-09,0.01959
2018-02-12,0.0196
2018-02-13,0.0196
2018-02-14,0.0196
2018-02-15,0.01957
2018-02-16,0.01953
2018-02-20,0.01947
2018-02-21,0.01956
2018-02-22,0.01955
2018-02-23,0.01957
2018-02-26,0.01958
2018-02-27,0.01964
2018-02-28,0.01965
2018-03-01,0.01971
2018-03-02,0.01976
2018-03-05,0.01994
2018-03-06,0.01987
2018-03-07,0.01996
2018-03-08,0.01984
2018-03-09,0.01971
2018-03-12,0.01974
2018-03-13,0.01991
2018-03-14,0.01996
2018-03-15,0.02006
2018-03-16,0.02015
2018-03-19,0.02006
2018-03-20,0.02006
2018-03-21,0.01987
2018-03-22,0.01983
2018-03-23,0.01978
2018-03-26,0.01987
2018-03-27,0.01981
2018-03-28,0.0198
2018-03-29,0.0198
2018-04-02,0.01982
2018-04-03,0.01971
2018-04-04,0.01968
2018-04-05,0.01968
2018-04-06,0.01965
2018-04-09,0.0196
2018-04-10,0.01942
2018-04-11,0.01928
2018-04-12,0.01929
2018-04-13,0.0193
2018-04-16,0.01921
2018-04-17,0.01912
2018-04-18,0.01921
2018-04-19,0.01919
2018-04-20,0.01924
2018-04-23,0.01931
2018-04-24,0.01932
2018-04-25,0.01922
2018-04-26,0.01926
2018-04-27,0.01928
2018-04-30,0.01931
2018-05-01,0.0193
2018-05-02,0.01926
2018-05-03,0.01928
2018-05-04,0.01924
2018-05-07,0.01916
2018-05-08,0.01931
2018-05-09,0.0191
2018-05-10,0.019
2018-05-11,0.01898
2018-05-14,0.01891
2018-05-15,0.01891
2018-05-16,0.0189
2018-05-17,0.01889
2018-05-18,0.01894
2018-05-22,0.01879
2018-05-23,0.01883
2018-05-24,0.01886
2018-05-25,0.01914
2018-05-28,0.01929
2018-05-29,0.0192
2018-05-30,0.01912
2018-05-31,0.01921
2018-06-01,0.01934
2018-06-04,0.01928
2018-06-05,0.01936
2018-06-06,0.0193
2018-06-07,0.01928
2018-06-08,0.01919
2018-06-11,0.01926
2018-06-12,0.01927
2018-06-13,0.01921
2018-06-14,0.01929
2018-06-15,0.01936
2018-06-18,0.0194
2018-06-19,0.01943
2018-06-20,0.01954
2018-06-21,0.01959
2018-06-22,0.01961
2018-06-25,0.01953
2018-06-26,0.01948
2018-06-27,0.0194
2018-06-28,0.01927
2018-06-29,0.01923
2018-07-03,0.01919
2018-07-04,0.01913
2018-07-05,0.01905
2018-07-06,0.01904
2018-07-09,0.01907
2018-07-10,0.01908
2018-07-11,0.01913
2018-07-12,0.01922
2018-07-13,0.01923
2018-07-16,0.01916
2018-07-17,0.01927
2018-07-18,0.01924
2018-07-19,0.0192
2018-07-20,0.01911
2018-07-23,0.01911
2018-07-24,0.01908
2018-07-25,0.01904
2018-07-26,0.01903
2018-07-27,0.01904
2018-07-30,0.01898
2018-07-31,0.019
2018-08-01,0.01902
2018-08-02,0.01895
2018-08-03,0.01893
2018-08-07,0.01897
2018-08-08,0.01901
2018-08-09,0.01898
2018-08-10,0.01904
2018-08-13,0.01876
2018-08-14,0.01871
2018-08-15,0.01879
2018-08-16,0.01875
2018-08-17,0.01866
2018-08-20,0.01871
2018-08-21,0.01866
2018-08-22,0.01863
2018-08-23,0.01863
2018-08-24,0.01863
2018-08-27,0.01851
2018-08-28,0.01843
2018-08-29,0.01833
2018-08-30,0.01835
2018-08-31,0.01839
2018-09-04,0.01841
2018-09-05,0.01837
2018-09-06,0.01833
2018-09-07,0.01834
2018-09-10,0.01817
2018-09-11,0.01808
2018-09-12,0.01803
2018-09-13,0.01804
2018-09-14,0.01813
2018-09-17,0.01795
2018-09-18,0.01782
2018-09-19,0.01789
2018-09-20,0.01792
2018-09-21,0.01789
2018-09-24,0.0178
2018-09-25,0.01782
2018-09-26,0.01787
2018-09-27,0.01797
2018-09-28,0.01785
2018-10-01,0.01756
2018-10-02,0.01758
2018-10-03,0.0175
2018-10-04,0.01752
2018-10-05,0.01754
2018-10-09,0.01744
2018-10-10,0.0175
2018-10-11,0.01761
2018-10-12,0.01771
2018-10-15,0.01761
2018-10-16,0.01761
2018-10-17,0.01767
2018-10-18,0.01776
2018-10-19,0.01786
2018-10-22,0.01782
2018-10-23,0.01781
2018-10-24,0.0178
2018-10-25,0.01785
2018-10-26,0.01784
2018-10-29,0.01787
2018-10-30,0.01784
2018-10-31,0.01777
2018-11-01,0.01782
2018-11-02,0.01809
2018-11-05,0.01792
2018-11-06,0.018
2018-11-07,0.01807
2018-11-08,0.01812
2018-11-09,0.01822
2018-11-13,0.01823
2018-11-14,0.0183
2018-11-15,0.01835
2018-11-16,0.01828
2018-11-19,0.01841
2018-11-20,0.01855
2018-11-21,0.01861
2018-11-22,0.01868
2018-11-23,0.01872
2018-11-26,0.01868
2018-11-27,0.01877
2018-11-28,0.01884
2018-11-29,0.01902
2018-11-30,0.0191
2018-12-03,0.01873
2018-12-04,0.01874
2018-12-05,0.01893
2018-12-06,0.01891
2018-12-07,0.01877
2018-12-10,0.01846
2018-12-11,0.01855
2018-12-12,0.01858
2018-12-13,0.01867
2018-12-14,0.01859
2018-12-17,0.01871
2018-12-18,0.01905
2018-12-19,0.01914
2018-12-20,0.0193
2018-12-21,0.01935
2018-12-24,0.01938
2018-12-27,0.01939
2018-12-28,0.0195
2018-12-31,0.01957
2019-01-02,0.01941
2019-01-03,0.01925
2019-01-04,0.01924
2019-01-07,0.01909
2019-01-08,0.01895
2019-01-09,0.01876
2019-01-10,0.01879
2019-01-11,0.01883
2019-01-14,0.01875
2019-01-15,0.01867
2019-01-16,0.01866
2019-01-17,0.0187
2019-01-18,0.01863
2019-01-21,0.01867
2019-01-22,0.01872
2019-01-23,0.01874
2019-01-24,0.01879
2019-01-25,0.01869
2019-01-28,0.01865
2019-01-29,0.0186
2019-01-30,0.01851
2019-01-31,0.01852
2019-02-01,0.01834
2019-02-04,0.01831
2019-02-05,0.01835
2019-02-06,0.01843
2019-02-07,0.01862
2019-02-08,0.01863
2019-02-11,0.01869
2019-02-12,0.01877
2019-02-13,0.01869
2019-02-14,0.0187
2019-02-15,0.01859
2019-02-19,0.01856
2019-02-20,0.01854
2019-02-21,0.01855
2019-02-22,0.01853
2019-02-25,0.01859
2019-02-26,0.01856
2019-02-27,0.01847
2019-02-28,0.01858
2019-03-01,0.0187
2019-03-04,0.01878
2019-03-05,0.01891
2019-03-06,0.01915
2019-03-07,0.01918
2019-03-08,0.01917
2019-03-11,0.0192
2019-03-12,0.01921
2019-03-13,0.01916
2019-03-14,0.01921
2019-03-15,0.01934
2019-03-18,0.01945
2019-03-19,0.01926
2019-03-20,0.01935
2019-03-21,0.01945
2019-03-22,0.01943
2019-03-25,0.01948
2019-03-26,0.01941
2019-03-27,0.01941
2019-03-28,0.01939
2019-03-29,0.01932
2019-04-01,0.01927
2019-04-02,0.01936
2019-04-03,0.01945
