date,CAD_per_INR
2019-04-04,0.01934
2019-04-05,0.01936
2019-04-08,0.01915
2019-04-09,0.01921
2019-04-10,0.01927
2019-04-11,0.01939
2019-04-12,0.01926
2019-04-15,0.01924
2019-04-16,0.01921
2019-04-17,0.0192
2019-04-18,0.01928
2019-04-22,0.01916
2019-04-23,0.01924
