date,CAD_per_GBP
2023-09-29,1.651
2023-10-03,1.6561
2023-10-04,1.669
2023-10-05,1.6708
2023-10-06,1.6713
2023-10-10,1.6673
2023-10-11,1.6735
2023-10-12,1.6684
2023-10-13,1.6597
2023-10-16,1.6606
2023-10-17,1.6621
2023-10-18,1.6642
2023-10-19,1.6666
2023-10-20,1.664
2023-10-23,1.6726
2023-10-24,1.6717
2023-10-25,1.6716
2023-10-26,1.6752
2023-10-27,1.681
2023-10-30,1.6805
2023-10-31,1.6846
2023-11-01,1.683
2023-11-02,1.6801
2023-11-03,1.6899
2023-11-06,1.6926
2023-11-07,1.6916
2023-11-08,1.6948
2023-11-09,1.6896
2023-11-10,1.6878
2023-11-14,1.7105
2023-11-15,1.6994
2023-11-16,1.7083
2023-11-17,1.7063
2023-11-20,1.7153
2023-11-21,1.7175
2023-11-22,1.7133
2023-11-23,1.7171
2023-11-24,1.7165
2023-11-27,1.7205
2023-11-28,1.7217
2023-11-29,1.7253
2023-11-30,1.7156
2023-12-01,1.7117
2023-12-04,1.7097
2023-12-05,1.7114
2023-12-06,1.7079
2023-12-07,1.7108
2023-12-08,1.7045
2023-12-11,1.7042
2023-12-12,1.7075
2023-12-13,1.701
2023-12-14,1.7109
2023-12-15,1.6993
2023-12-18,1.6933
2023-12-19,1.6996
2023-12-20,1.6878
2023-12-21,1.6866
2023-12-22,1.687
2023-12-27,1.6878
2023-12-28,1.6835
2023-12-29,1.6837
2024-01-02,1.6816
2024-01-03,1.6887
2024-01-04,1.6939
2024-01-05,1.6974
2024-01-08,1.704
2024-01-09,1.702
2024-01-10,1.4749
2024-01-11,1.7072
2024-01-12,1.7071
2024-01-15,1.7098
2024-01-16,1.7046
2024-01-17,1.7128
2024-01-18,1.7126
2024-01-19,1.7072
2024-01-22,1.7109
2024-01-23,1.7086
2024-01-24,1.7181
2024-01-25,1.7147
2024-01-26,1.7107
2024-01-29,1.7053
2024-01-30,1.7009
2024-01-31,1.703
2024-02-01,1.7036
2024-02-02,1.7015
2024-02-05,1.6962
2024-02-06,1.6996
2024-02-07,1.7009
2024-02-08,1.698
2024-02-09,1.6996
2024-02-12,1.6981
2024-02-13,1.7078
2024-02-14,1.7017
2024-02-15,1.6979
2024-02-16,1.6976
2024-02-20,1.708
2024-02-21,1.7058
2024-02-22,1.7063
2024-02-23,1.711
2024-02-26,1.7138
2024-02-27,1.7147
2024-02-28,1.7176
2024-02-29,1.7148
2024-03-01,1.7153
2024-03-04,1.7223
2024-03-05,1.7258
2024-03-06,1.7231
2024-03-07,1.7226
2024-03-08,1.7321
2024-03-11,1.7289
2024-03-12,1.725
2024-03-13,1.7243
2024-03-14,1.7242
2024-03-15,1.7241
2024-03-18,1.7237
2024-03-19,1.7267
2024-03-20,1.7244
2024-03-21,1.7155
2024-03-22,1.713
2024-03-25,1.717
2024-03-26,1.7146
2024-03-27,1.7153
2024-03-28,1.7114
2024-04-01,1.7055
2024-04-02,1.7058
2024-04-03,1.7086
2024-04-04,1.71
2024-04-05,1.7164
2024-04-08,1.7177
2024-04-09,1.7215
2024-04-10,1.7173
2024-04-11,1.7178
2024-04-12,1.7141
2024-04-15,1.7146
2024-04-16,1.7195
2024-04-17,1.7173
2024-04-18,1.7137
2024-04-19,1.7062
2024-04-22,1.692
2024-04-23,1.7002
2024-04-24,1.7062
2024-04-25,1.7108
2024-04-26,1.7073
2024-04-29,1.714
2024-04-30,1.7202
2024-05-01,1.7188
2024-05-02,1.7139
2024-05-03,1.7167
2024-05-06,1.7176
2024-05-07,1.7177
2024-05-08,1.7155
2024-05-09,1.7129
2024-05-10,1.7116
2024-05-13,1.717
2024-05-14,1.7176
2024-05-15,1.7235
2024-05-16,1.7253
2024-05-17,1.728
2024-05-21,1.735
2024-05-22,1.7406
2024-05-23,1.7419
2024-05-24,1.7412
2024-05-27,1.7411
2024-05-28,1.7424
2024-05-29,1.7426
2024-05-30,1.7417
2024-05-31,1.7367
2024-06-03,1.7417
2024-06-04,1.7483
2024-06-05,1.7504
2024-06-06,1.7495
2024-06-07,1.7489
2024-06-10,1.7516
2024-06-11,1.7527
2024-06-12,1.7578
2024-06-13,1.7546
2024-06-14,1.7436
2024-06-17,1.7436
2024-06-18,1.7428
2024-06-19,1.744
2024-06-20,1.736
2024-06-21,1.732
2024-06-24,1.7328
2024-06-25,1.7324
2024-06-26,1.7301
2024-06-27,1.7318
2024-06-28,1.7301
2024-07-02,1.7359
2024-07-03,1.7381
2024-07-04,1.7369
2024-07-05,1.7456
2024-07-08,1.7487
2024-07-09,1.7446
2024-07-10,1.748
2024-07-11,1.7594
2024-07-12,1.769
2024-07-15,1.7732
2024-07-16,1.7733
2024-07-17,1.7809
2024-07-18,1.7761
2024-07-19,1.7732
2024-07-22,1.777
2024-07-23,1.7775
2024-07-24,1.7821
2024-07-25,1.779
2024-07-26,1.7796
2024-07-29,1.78
2024-07-30,1.7775
2024-07-31,1.7735
2024-08-01,1.7684
2024-08-02,1.774
2024-08-06,1.7515
2024-08-07,1.7461
2024-08-08,1.7487
2024-08-09,1.7515
2024-08-12,1.7542
2024-08-13,1.7613
2024-08-14,1.7604
2024-08-15,1.7625
2024-08-16,1.7702
2024-08-19,1.7714
2024-08-20,1.775
2024-08-21,1.7771
2024-08-22,1.7812
2024-08-23,1.7833
2024-08-26,1.7786
2024-08-27,1.7816
2024-08-28,1.7773
2024-08-29,1.7746
2024-08-30,1.772
2024-09-03,1.7757
2024-09-04,1.7772
2024-09-05,1.7797
2024-09-06,1.781
2024-09-09,1.7746
2024-09-10,1.7775
2024-09-11,1.7723
2024-09-12,1.7779
2024-09-13,1.7843
2024-09-16,1.7946
2024-09-17,1.7915
2024-09-18,1.7967
2024-09-19,1.7998
2024-09-20,1.8049
2024-09-23,1.8023
2024-09-24,1.8035
2024-09-25,1.7978
2024-09-26,1.8053
2024-09-27,1.808
2024-10-01,1.7942
2024-10-02,1.7902
2024-10-03,1.7761
2024-10-04,1.7805
2024-10-07,1.7803
2024-10-08,1.7884
2024-10-09,1.7899
2024-10-10,1.7953
2024-10-11,1.7988
2024-10-15,1.8055
2024-10-16,1.7908
2024-10-17,1.7933
2024-10-18,1.8002
2024-10-21,1.7983
2024-10-22,1.7936
2024-10-23,1.7908
2024-10-24,1.7958
2024-10-25,1.8005
2024-10-28,1.8039
2024-10-29,1.8075
2024-10-30,1.8071
2024-10-31,1.7955
2024-11-01,1.8038
2024-11-04,1.8009
2024-11-05,1.803
2024-11-06,1.7954
2024-11-07,1.7997
2024-11-08,1.7976
2024-11-12,1.7792
2024-11-13,1.7778
2024-11-14,1.7799
2024-11-15,1.7782
2024-11-18,1.7767
2024-11-19,1.7706
2024-11-20,1.7702
2024-11-21,1.7607
2024-11-22,1.7508
2024-11-25,1.7577
2024-11-26,1.768
2024-11-27,1.7779
2024-11-28,1.7766
2024-11-29,1.7807
2024-12-02,1.7781
2024-12-03,1.781
2024-12-04,1.786
2024-12-05,1.7898
2024-12-06,1.8018
2024-12-09,1.8046
2024-12-10,1.8071
2024-12-11,1.8048
2024-12-12,1.8019
2024-12-13,1.8015
2024-12-16,1.8052
2024-12-17,1.8181
2024-12-18,1.8184
2024-12-19,1.8029
2024-12-20,1.8066
2024-12-23,1.8034
2024-12-24,1.8058
2024-12-27,1.8121
2024-12-30,1.8041
2024-12-31,1.8029
2025-01-02,1.7851
2025-01-03,1.793
2025-01-06,1.7956
2025-01-07,1.7931
2025-01-08,1.7772
2025-01-09,1.7712
2025-01-10,1.7628
2025-01-13,1.7523
2025-01-14,1.7512
2025-01-15,1.7548
2025-01-16,1.7588
2025-01-17,1.7584
2025-01-20,1.7618
2025-01-21,1.7685
2025-01-22,1.7714
2025-01-23,1.7738
2025-01-24,1.7873
2025-01-27,1.7956
2025-01-28,1.7897
2025-01-29,1.7942
2025-01-30,1.7953
2025-01-31,1.7984
2025-02-03,1.8092
2025-02-04,1.7886
2025-02-05,1.7887
2025-02-06,1.7793
2025-02-07,1.7758
2025-02-10,1.773
2025-02-11,1.7766
2025-02-12,1.7777
2025-02-13,1.7822
2025-02-14,1.7856
2025-02-18,1.7888
2025-02-19,1.7896
2025-02-20,1.7938
2025-02-21,1.7959
2025-02-24,1.7974
2025-02-25,1.8092
2025-02-26,1.8179
2025-02-27,1.821
2025-02-28,1.8177
2025-03-03,1.8323
2025-03-04,1.8465
2025-03-05,1.8489
2025-03-06,1.8446
2025-03-07,1.856
2025-03-10,1.8619
2025-03-11,1.8704
2025-03-12,1.8649
2025-03-13,1.8651
2025-03-14,1.8605
2025-03-17,1.8573
2025-03-18,1.8571
2025-03-19,1.8587
2025-03-20,1.8595
2025-03-21,1.8547
2025-03-24,1.8504
2025-03-25,1.8515
2025-03-26,1.8392
2025-03-27,1.8532
2025-03-28,1.852
2025-03-31,1.8571
2025-04-01,1.8525
2025-04-02,1.8563
2025-04-03,1.8467
2025-04-04,1.8385
2025-04-07,1.8164
2025-04-08,1.814
2025-04-09,1.8091
2025-04-10,1.8144
2025-04-11,1.8158
2025-04-14,1.8289
2025-04-15,1.8427
2025-04-16,1.8395
2025-04-17,1.8366
2025-04-21,1.8497
2025-04-22,1.8472
2025-04-23,1.8417
2025-04-24,1.8472
2025-04-25,1.8466
2025-04-28,1.8549
2025-04-29,1.856
2025-04-30,1.8429
2025-05-01,1.8389
2025-05-02,1.8344
2025-05-05,1.8369
2025-05-06,1.8434
2025-05-07,1.8408
2025-05-08,1.8482
2025-05-09,1.8527
2025-05-12,1.8462
2025-05-13,1.8535
2025-05-14,1.8564
2025-05-15,1.8588
2025-05-16,1.8556
2025-05-20,1.8627
2025-05-21,1.8602
2025-05-22,1.8615
2025-05-23,1.8588
2025-05-26,1.862
2025-05-27,1.863
2025-05-28,1.8624
2025-05-29,1.8629
2025-05-30,1.8535
2025-06-02,1.8555
2025-06-03,1.855
2025-06-04,1.8539
2025-06-05,1.8555
2025-06-06,1.8522
2025-06-09,1.8544
2025-06-10,1.8484
2025-06-11,1.8502
2025-06-12,1.8506
2025-06-13,1.8447
2025-06-16,1.8434
2025-06-17,1.8359
2025-06-18,1.8387
2025-06-19,1.8444
2025-06-20,1.8499
2025-06-23,1.8537
2025-06-24,1.8675
2025-06-25,1.8725
2025-06-26,1.8741
2025-06-27,1.8754
2025-06-30,1.8699
2025-07-02,1.855
2025-07-03,1.8521
2025-07-04,1.8567
2025-07-07,1.8598
2025-07-08,1.8564
2025-07-09,1.8611
2025-07-10,1.8562
2025-07-11,1.8481
2025-07-14,1.8417
2025-07-15,1.8372
2025-07-16,1.8387
2025-07-17,1.8439
2025-07-18,1.8434
2025-07-21,1.8469
2025-07-22,1.8419
2025-07-23,1.8453
2025-07-24,1.8441
2025-07-25,1.8407
2025-07-28,1.8378
2025-07-29,1.8367
2025-07-30,1.8351
2025-07-31,1.8298
2025-08-01,1.8281
2025-08-05,1.8327
2025-08-06,1.8341
2025-08-07,1.8457
2025-08-08,1.8487
2025-08-11,1.8501
2025-08-12,1.859
2025-08-13,1.8682
2025-08-14,1.8693
2025-08-15,1.872
2025-08-18,1.8671
2025-08-19,1.8695
2025-08-20,1.8673
2025-08-21,1.8661
2025-08-22,1.8703
2025-08-25,1.8662
2025-08-26,1.8652
2025-08-27,1.8619
2025-08-28,1.859
2025-08-29,1.8541
2025-09-02,1.8454
2025-09-03,1.8536
2025-09-04,1.8572
2025-09-05,1.8698
2025-09-08,1.8709
2025-09-09,1.8727
2025-09-10,1.876
2025-09-11,1.8778
2025-09-12,1.8772
2025-09-15,1.8777
2025-09-16,1.8771
2025-09-17,1.8796
2025-09-18,1.8711
2025-09-19,1.8583
2025-09-22,1.8662
2025-09-23,1.87
2025-09-24,1.8683
2025-09-25,1.8601
2025-09-26,1.8675
2025-09-29,1.8701
2025-10-01,1.8804
2025-10-02,1.8767
2025-10-03,1.8795
2025-10-06,1.8795
2025-10-07,1.8736
2025-10-08,1.8697
2025-10-09,1.8651
2025-10-10,1.8651
2025-10-14,1.8687
2025-10-15,1.8781
2025-10-16,1.8869
2025-10-17,1.8832
2025-10-20,1.8828
2025-10-21,1.8757
2025-10-22,1.869
2025-10-23,1.8646
2025-10-24,1.8656
2025-10-27,1.8661
2025-10-28,1.8535
2025-10-29,1.8386
2025-10-30,1.8397
2025-10-31,1.8399
2025-11-03,1.8465
2025-11-04,1.837
2025-11-05,1.8413
2025-11-06,1.8515
2025-11-07,1.8502
2025-11-10,1.8467
2025-11-12,1.838
2025-11-13,1.8491
2025-11-14,1.8456
2025-11-17,1.8481
2025-11-18,1.8407
2025-11-19,1.8365
2025-11-20,1.8424
2025-11-21,1.8461
2025-11-24,1.8485
2025-11-25,1.8593
2025-11-26,1.8587
2025-11-27,1.858
2025-11-28,1.8499
2025-12-01,1.8499
2025-12-02,1.8463
2025-12-03,1.8596
2025-12-04,1.8624
2025-12-05,1.8485
2025-12-08,1.8433
2025-12-09,1.8421
2025-12-10,1.8454
2025-12-11,1.8475
2025-12-12,1.8404
2025-12-15,1.8423
2025-12-16,1.8457
2025-12-17,1.8435
2025-12-18,1.845
2025-12-19,1.8436
2025-12-22,1.8497
2025-12-23,1.8487
2025-12-24,1.8466
2025-12-29,1.8469
2025-12-30,1.8448
2025-12-31,1.8428
2026-01-02,1.8495
2026-01-05,1.8597
2026-01-06,1.8624
2026-01-07,1.863
2026-01-08,1.8624
2026-01-09,1.8638
2026-01-12,1.8687
2026-01-13,1.8665
2026-01-14,1.8652
2026-01-15,1.8603
2026-01-16,1.8625
2026-01-19,1.862
2026-01-20,1.8602
2026-01-21,1.855
2026-01-22,1.8592
2026-01-23,1.8646
2026-01-26,1.8752
2026-01-27,1.8758
2026-01-28,1.8702
2026-01-29,1.8648
2026-01-30,1.8608
2026-02-02,1.8674
2026-02-03,1.8686
2026-02-04,1.8683
2026-02-05,1.8534
2026-02-06,1.8572
2026-02-09,1.8561
2026-02-10,1.8504
2026-02-11,1.8526
2026-02-12,1.8549
2026-02-13,1.8566
2026-02-17,1.849
2026-02-18,1.8507
2026-02-19,1.8428
2026-02-20,1.8464
2026-02-23,1.8479
2026-02-24,1.8515
2026-02-25,1.853
2026-02-26,1.8482
2026-02-27,1.837
2026-03-02,1.834
2026-03-03,1.8233
2026-03-04,1.8262
2026-03-05,1.8237
2026-03-06,1.821
2026-03-09,1.8167
2026-03-10,1.8247
2026-03-11,1.8226
2026-03-12,1.819
2026-03-13,1.8177
2026-03-16,1.8196
2026-03-17,1.8286
2026-03-18,1.8258
2026-03-19,1.8348
2026-03-20,1.8301
2026-03-23,1.8407
2026-03-24,1.8419
2026-03-25,1.8465
2026-03-26,1.8467
2026-03-27,1.8433
2026-03-30,1.8375
2026-03-31,1.844
2026-04-01,1.8493
2026-04-02,1.8407
2026-04-06,1.8423
2026-04-07,1.8433
2026-04-08,1.8606
2026-04-09,1.8565
2026-04-10,1.8612
2026-04-13,1.86
2026-04-14,1.8671
2026-04-15,1.865
2026-04-16,1.8556
2026-04-17,1.8531
2026-04-20,1.8482
2026-04-21,1.8444
2026-04-22,1.8453
2026-04-23,1.8462
2026-04-24,1.848
2026-04-27,1.8445
2026-04-28,1.8471
2026-04-29,1.8453
2026-04-30,1.848
2026-05-01,1.8479
2026-05-04,1.8433
2026-05-05,1.8457
2026-05-06,1.853
2026-05-07,1.8549
2026-05-08,1.8643
2026-05-11,1.8629
2026-05-12,1.8543
2026-05-13,1.8518
2026-05-14,1.8475
2026-05-15,1.8339
2026-05-19,1.8435
2026-05-20,1.8467
2026-05-21,1.8494
2026-05-22,1.8558
2026-05-25,1.8639
2026-05-26,1.8579
2026-05-27,1.8581
2026-05-28,1.8551
2026-05-29,1.8567
2026-06-01,1.861
2026-06-02,1.8634
2026-06-03,1.864
2026-06-04,1.8674
2026-06-05,1.8619
