date,CAD_per_MXN
2021-08-30,0.06256
2021-08-31,0.06281
2021-09-01,0.06311
2021-09-02,0.06296
2021-09-03,0.0629
2021-09-07,0.06328
2021-09-08,0.0636
2021-09-09,0.06349
2021-09-10,0.06356
2021-09-13,0.06372
2021-09-14,0.06363
2021-09-15,0.06362
2021-09-16,0.06359
2021-09-17,0.06367
2021-09-20,0.06361
2021-09-21,0.06361
2021-09-22,0.06363
2021-09-23,0.0632
2021-09-24,0.06309
2021-09-27,0.06284
2021-09-28,0.06242
2021-09-29,0.06215
2021-10-01,0.06179
2021-10-04,0.06125
2021-10-05,0.06118
2021-10-06,0.061
2021-10-07,0.0609
2021-10-08,0.06033
2021-10-12,0.05996
2021-10-13,0.0602
2021-10-14,0.06008
2021-10-15,0.06055
2021-10-18,0.06074
2021-10-19,0.06095
2021-10-20,0.06108
2021-10-21,0.0609
2021-10-22,0.06123
2021-10-25,0.0613
2021-10-26,0.0613
2021-10-27,0.06112
2021-10-28,0.06066
2021-10-29,0.0603
2021-11-01,0.05945
2021-11-02,0.05976
2021-11-03,0.05966
2021-11-04,0.06044
2021-11-05,0.06096
2021-11-08,0.06121
2021-11-09,0.06129
2021-11-10,0.06077
2021-11-12,0.06116
2021-11-15,0.0607
2021-11-16,0.06047
2021-11-17,0.06088
2021-11-18,0.0607
2021-11-19,0.06073
2021-11-22,0.0605
2021-11-23,0.05991
2021-11-24,0.05915
2021-11-25,0.05872
2021-11-26,0.05856
2021-11-29,0.05876
2021-11-30,0.05966
2021-12-01,0.06
2021-12-02,0.06012
2021-12-03,0.06005
2021-12-06,0.06021
2021-12-07,0.05996
2021-12-08,0.06038
2021-12-09,0.06047
2021-12-10,0.06084
2021-12-13,0.06109
2021-12-14,0.06071
2021-12-15,0.06078
2021-12-16,0.06118
2021-12-17,0.06192
2021-12-20,0.0624
2021-12-21,0.06219
2021-12-22,0.062
2021-12-23,0.06203
2021-12-24,0.06219
2021-12-29,0.06223
2021-12-30,0.06227
2021-12-31,0.06209
2022-01-04,0.06192
2022-01-05,0.06221
2022-01-06,0.06217
2022-01-07,0.06207
2022-01-10,0.06209
2022-01-11,0.06182
2022-01-12,0.06144
2022-01-13,0.06134
2022-01-14,0.06174
2022-01-17,0.06166
2022-01-18,0.06144
2022-01-19,0.06112
2022-01-20,0.06098
2022-01-21,0.06131
2022-01-24,0.06138
2022-01-25,0.06112
2022-01-26,0.06106
2022-01-27,0.06125
2022-01-28,0.06129
2022-01-31,0.06158
2022-02-01,0.06171
2022-02-02,0.06163
2022-02-03,0.0616
2022-02-04,0.06165
2022-02-07,0.06152
2022-02-08,0.06159
2022-02-09,0.06184
2022-02-10,0.06196
2022-02-11,0.06213
2022-02-14,0.06237
2022-02-15,0.0625
2022-02-16,0.06242
2022-02-17,0.06253
2022-02-18,0.06275
2022-02-22,0.06277
2022-02-23,0.06285
2022-02-24,0.06222
2022-02-25,0.06244
2022-02-28,0.06206
2022-03-01,0.06178
2022-03-02,0.06128
2022-03-03,0.06125
2022-03-04,0.06103
2022-03-07,0.06021
2022-03-08,0.06023
2022-03-09,0.06115
2022-03-10,0.06091
2022-03-11,0.06074
2022-03-14,0.06115
2022-03-15,0.06137
2022-03-16,0.06142
2022-03-17,0.06151
2022-03-18,0.06178
2022-03-21,0.06191
2022-03-22,0.06206
2022-03-23,0.06224
2022-03-24,0.06228
2022-03-25,0.06258
2022-03-28,0.06236
2022-03-29,0.06264
2022-03-30,0.06274
2022-03-31,0.06278
2022-04-01,0.06308
2022-04-04,0.06314
2022-04-05,0.06259
2022-04-06,0.0623
2022-04-07,0.06249
2022-04-08,0.06262
2022-04-11,0.06314
2022-04-12,0.06362
2022-04-13,0.06372
2022-04-14,0.06311
2022-04-18,0.06334
2022-04-19,0.06306
2022-04-20,0.06243
2022-04-21,0.06215
2022-04-22,0.06261
2022-04-25,0.06296
2022-04-26,0.06288
2022-04-27,0.06278
2022-04-28,0.06253
2022-04-29,0.06283
2022-05-02,0.06311
2022-05-03,0.06321
2022-05-04,0.0634
2022-05-05,0.06345
2022-05-06,0.06397
2022-05-09,0.06381
2022-05-10,0.06392
2022-05-11,0.06392
2022-05-12,0.06416
2022-05-13,0.06428
2022-05-16,0.06422
2022-05-17,0.06428
2022-05-18,0.06428
2022-05-19,0.0643
2022-05-20,0.06455
2022-05-24,0.06458
2022-05-25,0.06469
2022-05-26,0.06464
2022-05-27,0.06494
2022-05-30,0.06494
2022-05-31,0.06433
2022-06-01,0.06417
2022-06-02,0.06437
2022-06-03,0.06429
2022-06-06,0.06423
2022-06-07,0.0641
2022-06-08,0.06402
2022-06-09,0.06445
2022-06-10,0.06419
2022-06-13,0.06299
2022-06-14,0.06278
2022-06-15,0.06287
2022-06-16,0.063
2022-06-17,0.06381
2022-06-20,0.06414
2022-06-21,0.06407
2022-06-22,0.06457
2022-06-23,0.06479
2022-06-24,0.06503
2022-06-27,0.06476
2022-06-28,0.06424
2022-06-29,0.06394
2022-06-30,0.06398
2022-07-04,0.06341
2022-07-05,0.06347
2022-07-06,0.06307
2022-07-07,0.06313
2022-07-08,0.06341
2022-07-11,0.06273
2022-07-12,0.06254
2022-07-13,0.06251
2022-07-14,0.06288
2022-07-15,0.06324
2022-07-18,0.0634
2022-07-19,0.06311
2022-07-20,0.0628
2022-07-21,0.06249
2022-07-22,0.06269
2022-07-25,0.06284
2022-07-26,0.06298
2022-07-27,0.06286
2022-07-28,0.06307
2022-07-29,0.06304
2022-08-02,0.06247
2022-08-03,0.06244
2022-08-04,0.06316
2022-08-05,0.0634
2022-08-08,0.0634
2022-08-09,0.06358
2022-08-10,0.06393
2022-08-11,0.06393
2022-08-12,0.06433
2022-08-15,0.06493
2022-08-16,0.06462
2022-08-17,0.06444
2022-08-18,0.06439
2022-08-19,0.06435
2022-08-22,0.06464
2022-08-23,0.06477
2022-08-24,0.06516
2022-08-25,0.06492
2022-08-26,0.06514
2022-08-29,0.06503
2022-08-30,0.06505
2022-08-31,0.06512
2022-09-01,0.06517
2022-09-02,0.06567
2022-09-06,0.06531
2022-09-07,0.06566
2022-09-08,0.06555
2022-09-09,0.0655
2022-09-12,0.06549
2022-09-13,0.06542
2022-09-14,0.06589
2022-09-15,0.06584
2022-09-16,0.06618
2022-09-19,0.06642
2022-09-20,0.0667
2022-09-21,0.06702
2022-09-22,0.06761
2022-09-23,0.06727
2022-09-26,0.06738
2022-09-27,0.06743
2022-09-28,0.06743
2022-09-29,0.06796
2022-10-03,0.06819
2022-10-04,0.06794
2022-10-05,0.06794
2022-10-06,0.06822
2022-10-07,0.06842
2022-10-11,0.06889
2022-10-12,0.06891
2022-10-13,0.06896
2022-10-14,0.06907
2022-10-17,0.06867
2022-10-18,0.0687
2022-10-19,0.06846
2022-10-20,0.06845
2022-10-21,0.06866
2022-10-24,0.0688
2022-10-25,0.0686
2022-10-26,0.06823
2022-10-27,0.06823
2022-10-28,0.06867
2022-10-31,0.06878
2022-11-01,0.06899
2022-11-02,0.06935
2022-11-03,0.06984
2022-11-04,0.06921
2022-11-07,0.06934
2022-11-08,0.06895
2022-11-09,0.06882
2022-11-10,0.06896
2022-11-14,0.0685
2022-11-15,0.06863
2022-11-16,0.06891
2022-11-17,0.06868
2022-11-18,0.06876
2022-11-21,0.06895
2022-11-22,0.06878
2022-11-23,0.06915
2022-11-24,0.06885
2022-11-25,0.06915
2022-11-28,0.06964
2022-11-29,0.0707
2022-11-30,0.06986
2022-12-01,0.07004
2022-12-02,0.06963
2022-12-05,0.0686
2022-12-06,0.06903
2022-12-07,0.06928
2022-12-08,0.06906
2022-12-09,0.06888
2022-12-12,0.06885
2022-12-13,0.06899
2022-12-14,0.06893
2022-12-15,0.06902
2022-12-16,0.06911
2022-12-19,0.06904
2022-12-20,0.0689
2022-12-21,0.06916
2022-12-22,0.06973
2022-12-23,0.06994
2022-12-28,0.06987
2022-12-29,0.06993
2022-12-30,0.06949
2023-01-03,0.07033
2023-01-04,0.0698
2023-01-05,0.07006
2023-01-06,0.07032
2023-01-09,0.06982
2023-01-10,0.07026
2023-01-11,0.07062
2023-01-12,0.0709
2023-01-13,0.07129
2023-01-16,0.07127
2023-01-17,0.07145
2023-01-18,0.07167
2023-01-19,0.07091
2023-01-20,0.071
2023-01-23,0.07107
2023-01-24,0.07099
2023-01-25,0.07119
2023-01-26,0.07091
2023-01-27,0.07094
2023-01-30,0.07113
2023-01-31,0.071
2023-02-01,0.07113
2023-02-02,0.0715
2023-02-03,0.07085
2023-02-06,0.07017
2023-02-07,0.07067
2023-02-08,0.07091
2023-02-09,0.07109
2023-02-10,0.07149
2023-02-13,0.07165
2023-02-14,0.07195
2023-02-15,0.07198
2023-02-16,0.07246
2023-02-17,0.07316
2023-02-21,0.07342
2023-02-22,0.07374
2023-02-23,0.07371
2023-02-24,0.07393
2023-02-27,0.07383
2023-02-28,0.07424
2023-03-01,0.07493
2023-03-02,0.07508
2023-03-03,0.07558
2023-03-06,0.07561
2023-03-07,0.0758
2023-03-08,0.07668
2023-03-09,0.07639
2023-03-10,0.07488
2023-03-13,0.07272
2023-03-14,0.07328
2023-03-15,0.07264
2023-03-16,0.07253
2023-03-17,0.07275
2023-03-20,0.07253
2023-03-21,0.07339
2023-03-22,0.07402
2023-03-23,0.07373
2023-03-24,0.07417
2023-03-27,0.07448
2023-03-28,0.0746
2023-03-29,0.07492
2023-03-30,0.07475
2023-03-31,0.07504
2023-04-03,0.07438
2023-04-04,0.07429
2023-04-05,0.0736
2023-04-06,0.07385
2023-04-10,0.07441
2023-04-11,0.0742
2023-04-12,0.07439
2023-04-13,0.07409
2023-04-14,0.07401
2023-04-17,0.07415
2023-04-18,0.07418
2023-04-19,0.07443
2023-04-20,0.07468
2023-04-21,0.07523
2023-04-24,0.07523
2023-04-25,0.07542
2023-04-26,0.07524
2023-04-27,0.0753
2023-04-28,0.07543
2023-05-01,0.07551
2023-05-02,0.07565
2023-05-03,0.076
2023-05-04,0.07566
2023-05-05,0.0754
2023-05-08,0.07499
2023-05-09,0.07533
2023-05-10,0.07595
2023-05-11,0.07647
2023-05-12,0.07686
2023-05-15,0.07689
2023-05-16,0.07702
2023-05-17,0.07654
2023-05-18,0.07617
2023-05-19,0.07628
2023-05-23,0.07518
2023-05-24,0.07622
2023-05-25,0.07643
2023-05-26,0.07709
2023-05-29,0.07738
2023-05-30,0.07712
2023-05-31,0.07686
2023-06-01,0.07672
2023-06-02,0.07675
2023-06-05,0.07682
2023-06-06,0.07697
2023-06-07,0.07709
2023-06-08,0.07681
2023-06-09,0.07713
2023-06-12,0.0773
2023-06-13,0.07722
2023-06-14,0.07757
2023-06-15,0.07721
2023-06-16,0.07724
2023-06-19,0.0772
2023-06-20,0.07709
2023-06-21,0.07684
2023-06-22,0.07665
2023-06-23,0.07683
2023-06-26,0.07674
2023-06-27,0.07709
2023-06-28,0.0776
2023-06-29,0.07745
2023-06-30,0.07736
2023-07-04,0.0776
2023-07-05,0.07801
2023-07-06,0.07753
2023-07-07,0.07759
2023-07-10,0.07782
2023-07-11,0.07764
2023-07-12,0.07816
2023-07-13,0.07773
2023-07-14,0.07842
2023-07-17,0.07851
2023-07-18,0.07877
2023-07-19,0.0786
2023-07-20,0.07825
2023-07-21,0.07799
2023-07-24,0.07818
2023-07-25,0.07801
2023-07-26,0.07835
2023-07-27,0.07872
2023-07-28,0.07933
2023-07-31,0.07879
2023-08-01,0.07889
2023-08-02,0.0785
2023-08-03,0.07718
2023-08-04,0.07814
2023-08-08,0.07844
2023-08-09,0.07861
2023-08-10,0.07901
2023-08-11,0.07905
2023-08-14,0.07889
2023-08-15,0.07873
2023-08-16,0.07911
2023-08-17,0.07902
2023-08-18,0.07946
2023-08-21,0.07954
2023-08-22,0.08005
2023-08-23,0.08053
2023-08-24,0.08069
2023-08-25,0.08111
2023-08-28,0.08122
2023-08-29,0.08079
2023-08-30,0.08081
2023-08-31,0.08022
2023-09-01,0.07948
2023-09-05,0.07859
2023-09-06,0.07776
2023-09-07,0.07797
2023-09-08,0.07768
2023-09-11,0.07802
2023-09-12,0.07844
2023-09-13,0.07901
2023-09-14,0.07897
2023-09-15,0.0792
2023-09-18,0.07876
2023-09-19,0.07859
2023-09-20,0.07882
2023-09-21,0.07849
2023-09-22,0.07851
2023-09-25,0.0776
2023-09-26,0.07736
2023-09-27,0.07646
2023-09-28,0.07656
2023-09-29,0.07767
2023-10-03,0.07676
2023-10-04,0.07644
2023-10-05,0.07546
2023-10-06,0.07501
2023-10-10,0.07541
2023-10-11,0.07624
2023-10-12,0.07618
2023-10-13,0.07589
2023-10-16,0.07584
2023-10-17,0.07594
2023-10-18,0.07521
2023-10-19,0.07504
2023-10-20,0.07497
2023-10-23,0.07535
2023-10-24,0.0753
2023-10-25,0.07523
2023-10-26,0.07585
2023-10-27,0.07667
2023-10-30,0.0767
2023-10-31,0.07693
2023-11-01,0.0774
2023-11-02,0.07834
2023-11-03,0.0786
2023-11-06,0.07801
2023-11-07,0.07866
2023-11-08,0.07877
2023-11-09,0.07843
2023-11-10,0.07796
2023-11-14,0.07891
2023-11-15,0.07886
2023-11-16,0.07966
2023-11-17,0.07966
2023-11-20,0.08013
2023-11-21,0.0797
2023-11-22,0.0798
2023-11-23,0.07973
2023-11-24,0.07957
2023-11-27,0.07961
2023-11-28,0.07918
2023-11-29,0.07895
2023-11-30,0.07808
2023-12-01,0.07842
2023-12-04,0.07779
2023-12-05,0.07791
2023-12-06,0.07856
2023-12-07,0.07809
2023-12-08,0.07824
2023-12-11,0.07788
2023-12-12,0.07844
2023-12-13,0.07819
2023-12-14,0.07765
2023-12-15,0.07769
2023-12-18,0.07777
2023-12-19,0.07813
2023-12-20,0.07808
2023-12-21,0.07802
2023-12-22,0.07815
2023-12-27,0.07797
2023-12-28,0.07808
2023-12-29,0.07818
2024-01-02,0.07818
2024-01-03,0.07834
2024-01-04,0.07836
2024-01-05,0.0789
2024-01-08,0.07942
2024-01-09,0.07907
2024-01-10,0.01102
2024-01-11,0.079
2024-01-12,0.07939
2024-01-15,0.07953
2024-01-16,0.07858
2024-01-17,0.07822
2024-01-18,0.07851
2024-01-19,0.07864
2024-01-22,0.0785
2024-01-23,0.0778
2024-01-24,0.07847
2024-01-25,0.07838
2024-01-26,0.07838
2024-01-29,0.07809
2024-01-30,0.07806
2024-01-31,0.07803
2024-02-01,0.07827
2024-02-02,0.07849
2024-02-05,0.07879
2024-02-06,0.0792
2024-02-07,0.07897
2024-02-08,0.07867
2024-02-09,0.07874
2024-02-12,0.07877
2024-02-13,0.07885
2024-02-14,0.07918
2024-02-15,0.07907
2024-02-16,0.07905
2024-02-20,0.0793
2024-02-21,0.07921
2024-02-22,0.07881
2024-02-23,0.07884
2024-02-26,0.07901
2024-02-27,0.07923
2024-02-28,0.07939
2024-02-29,0.07953
2024-03-01,0.0797
2024-03-04,0.07993
2024-03-05,0.08018
2024-03-06,0.08016
2024-03-07,0.07984
2024-03-08,0.08014
2024-03-11,0.08026
2024-03-12,0.08025
2024-03-13,0.08055
2024-03-14,0.08094
2024-03-15,0.08101
2024-03-18,0.08062
2024-03-19,0.08054
2024-03-20,0.08085
2024-03-21,0.08073
2024-03-22,0.08117
2024-03-25,0.08131
2024-03-26,0.08138
2024-03-27,0.08201
2024-03-28,0.08163
2024-04-01,0.08167
2024-04-02,0.08184
2024-04-03,0.08176
2024-04-04,0.08168
2024-04-05,0.08252
2024-04-08,0.08303
2024-04-09,0.08295
2024-04-10,0.0831
2024-04-11,0.08326
2024-04-12,0.08268
2024-04-15,0.08255
2024-04-16,0.08134
2024-04-17,0.08132
2024-04-18,0.08067
2024-04-19,0.07992
2024-04-22,0.08
2024-04-23,0.08032
2024-04-24,0.08034
2024-04-25,0.07958
2024-04-26,0.07968
2024-04-29,0.08012
2024-04-30,0.0805
2024-05-01,0.08077
2024-05-02,0.08085
2024-05-03,0.0806
2024-05-06,0.08085
2024-05-07,0.08113
2024-05-08,0.08117
2024-05-09,0.08111
2024-05-10,0.08149
2024-05-13,0.08142
2024-05-14,0.08107
2024-05-15,0.08142
2024-05-16,0.08158
2024-05-17,0.08188
2024-05-21,0.08221
2024-05-22,0.0821
2024-05-23,0.08205
2024-05-24,0.08186
2024-05-27,0.08184
2024-05-28,0.0815
2024-05-29,0.08097
2024-05-30,0.08068
2024-05-31,0.08029
2024-06-03,0.07749
2024-06-04,0.07658
2024-06-05,0.07788
2024-06-06,0.07789
2024-06-07,0.07548
2024-06-10,0.07482
2024-06-11,0.07469
2024-06-12,0.07295
2024-06-13,0.07409
2024-06-14,0.07432
2024-06-17,0.07409
2024-06-18,0.07459
2024-06-19,0.07436
2024-06-20,0.07452
2024-06-21,0.07529
2024-06-24,0.07591
2024-06-25,0.07546
2024-06-26,0.07503
2024-06-27,0.07445
2024-06-28,0.07484
2024-07-02,0.07496
2024-07-03,0.07508
2024-07-04,0.07524
2024-07-05,0.07535
2024-07-08,0.07572
2024-07-09,0.07599
2024-07-10,0.07641
2024-07-11,0.07653
2024-07-12,0.0771
2024-07-15,0.07676
2024-07-16,0.07738
2024-07-17,0.0771
2024-07-18,0.07662
2024-07-19,0.07636
2024-07-22,0.07667
2024-07-23,0.0761
2024-07-24,0.07519
2024-07-25,0.0751
2024-07-26,0.07505
2024-07-29,0.07442
2024-07-30,0.07385
2024-07-31,0.0741
2024-08-01,0.0742
2024-08-02,0.07274
2024-08-06,0.07111
2024-08-07,0.07141
2024-08-08,0.07194
2024-08-09,0.07289
2024-08-12,0.0724
2024-08-13,0.07218
2024-08-14,0.07271
2024-08-15,0.07345
2024-08-16,0.0735
2024-08-19,0.07286
2024-08-20,0.07205
2024-08-21,0.07065
2024-08-22,0.06996
2024-08-23,0.0707
2024-08-26,0.06982
2024-08-27,0.06856
2024-08-28,0.06875
2024-08-29,0.06799
2024-08-30,0.06857
2024-09-03,0.06823
2024-09-04,0.06816
2024-09-05,0.06758
2024-09-06,0.06783
2024-09-09,0.06823
2024-09-10,0.06781
2024-09-11,0.06851
2024-09-12,0.06921
2024-09-13,0.07042
2024-09-16,0.07048
2024-09-17,0.07063
2024-09-18,0.07064
2024-09-19,0.0703
2024-09-20,0.07003
2024-09-23,0.06963
2024-09-24,0.06962
2024-09-25,0.06889
2024-09-26,0.06874
2024-09-27,0.06869
2024-10-01,0.06857
2024-10-02,0.0694
2024-10-03,0.06957
2024-10-04,0.0706
2024-10-07,0.07038
2024-10-08,0.0706
2024-10-09,0.0705
2024-10-10,0.07048
2024-10-11,0.07099
2024-10-15,0.07033
2024-10-16,0.06923
2024-10-17,0.06918
2024-10-18,0.06973
2024-10-21,0.06918
2024-10-22,0.06951
2024-10-23,0.06943
2024-10-24,0.06977
2024-10-25,0.06968
2024-10-28,0.06943
2024-10-29,0.06943
2024-10-30,0.069
2024-10-31,0.06941
2024-11-01,0.06933
2024-11-04,0.06916
2024-11-05,0.06869
2024-11-06,0.06861
2024-11-07,0.06987
2024-11-08,0.06914
2024-11-12,0.06785
2024-11-13,0.06802
2024-11-14,0.06835
2024-11-15,0.06906
2024-11-18,0.06918
2024-11-19,0.06926
2024-11-20,0.06899
2024-11-21,0.06845
2024-11-22,0.06825
2024-11-25,0.06888
2024-11-26,0.06811
2024-11-27,0.06797
2024-11-28,0.06867
2024-11-29,0.06889
2024-12-02,0.06875
2024-12-03,0.0691
2024-12-04,0.06931
2024-12-05,0.06946
2024-12-06,0.06997
2024-12-09,0.07004
2024-12-10,0.07012
2024-12-11,0.07023
2024-12-12,0.07027
2024-12-13,0.07063
2024-12-16,0.07068
2024-12-17,0.07076
2024-12-18,0.07102
2024-12-19,0.0705
2024-12-20,0.07144
2024-12-23,0.07127
2024-12-24,0.07136
2024-12-27,0.07105
2024-12-30,0.07007
2024-12-31,0.06929
2025-01-02,0.06976
2025-01-03,0.06995
2025-01-06,0.07056
2025-01-07,0.07055
2025-01-08,0.07051
2025-01-09,0.07028
2025-01-10,0.06972
2025-01-13,0.06941
2025-01-14,0.06998
2025-01-15,0.07
2025-01-16,0.06929
2025-01-17,0.06957
2025-01-20,0.06972
2025-01-21,0.06956
2025-01-22,0.07001
2025-01-23,0.07048
2025-01-24,0.07083
2025-01-27,0.06963
2025-01-28,0.06995
2025-01-29,0.07024
2025-01-30,0.07045
2025-01-31,0.07012
2025-02-03,0.07083
2025-02-04,0.07004
2025-02-05,0.06936
2025-02-06,0.06983
2025-02-07,0.06956
2025-02-10,0.06942
2025-02-11,0.06955
2025-02-12,0.06969
2025-02-13,0.06943
2025-02-14,0.06977
2025-02-18,0.07004
2025-02-19,0.06967
2025-02-20,0.06971
2025-02-21,0.06977
2025-02-24,0.06956
2025-02-25,0.06978
2025-02-26,0.07014
2025-02-27,0.07046
2025-02-28,0.07039
2025-03-03,0.07038
2025-03-04,0.06957
2025-03-05,0.07039
2025-03-06,0.07047
2025-03-07,0.07085
2025-03-10,0.07113
2025-03-11,0.0711
2025-03-12,0.07123
2025-03-13,0.07166
2025-03-14,0.07227
2025-03-17,0.07185
2025-03-18,0.07151
2025-03-19,0.07157
2025-03-20,0.07116
2025-03-21,0.07093
2025-03-24,0.07117
2025-03-25,0.07127
2025-03-26,0.07092
2025-03-27,0.07047
2025-03-28,0.07016
2025-03-31,0.0704
2025-04-01,0.07032
2025-04-02,0.07009
2025-04-03,0.07052
2025-04-04,0.06947
2025-04-07,0.06878
2025-04-08,0.06874
2025-04-09,0.06821
2025-04-10,0.0685
2025-04-11,0.06828
2025-04-14,0.06903
2025-04-15,0.0696
2025-04-16,0.06948
2025-04-17,0.07001
2025-04-21,0.07019
2025-04-22,0.07051
2025-04-23,0.07075
2025-04-24,0.07083
2025-04-25,0.07086
2025-04-28,0.07081
2025-04-29,0.0707
2025-04-30,0.07045
2025-05-01,0.07053
2025-05-02,0.0703
2025-05-05,0.07037
2025-05-06,0.06996
2025-05-07,0.07039
2025-05-08,0.07113
2025-05-09,0.07146
2025-05-12,0.07144
2025-05-13,0.07178
2025-05-14,0.07213
2025-05-15,0.07191
2025-05-16,0.07168
2025-05-20,0.07229
2025-05-21,0.07159
2025-05-22,0.07169
2025-05-23,0.07131
2025-05-26,0.07146
2025-05-27,0.07163
2025-05-28,0.0714
2025-05-29,0.07142
2025-05-30,0.07107
2025-06-02,0.07128
2025-06-03,0.07129
2025-06-04,0.07126
2025-06-05,0.07123
2025-06-06,0.07152
2025-06-09,0.07181
2025-06-10,0.07182
2025-06-11,0.07223
2025-06-12,0.07197
2025-06-13,0.07172
2025-06-16,0.07175
2025-06-17,0.07165
2025-06-18,0.07197
2025-06-19,0.07195
2025-06-20,0.07181
2025-06-23,0.07172
2025-06-24,0.0721
2025-06-25,0.07253
2025-06-26,0.07224
2025-06-27,0.07252
2025-06-30,0.07247
2025-07-02,0.07259
2025-07-03,0.07264
2025-07-04,0.07301
2025-07-07,0.07307
2025-07-08,0.07325
2025-07-09,0.07366
2025-07-10,0.0734
2025-07-11,0.07326
2025-07-14,0.07309
2025-07-15,0.07295
2025-07-16,0.07311
2025-07-17,0.07321
2025-07-18,0.07329
2025-07-21,0.07341
2025-07-22,0.07315
2025-07-23,0.07322
2025-07-24,0.07345
2025-07-25,0.07384
2025-07-28,0.07337
2025-07-29,0.07334
2025-07-30,0.07344
2025-07-31,0.07352
2025-08-01,0.07301
2025-08-05,0.07333
2025-08-06,0.07377
2025-08-07,0.07371
2025-08-08,0.07407
2025-08-11,0.07388
2025-08-12,0.07407
2025-08-13,0.07394
2025-08-14,0.07346
2025-08-15,0.0737
2025-08-18,0.07345
2025-08-19,0.07361
2025-08-20,0.0739
2025-08-21,0.07406
2025-08-22,0.07438
2025-08-25,0.07425
2025-08-26,0.07411
2025-08-27,0.07386
2025-08-28,0.07377
2025-08-29,0.07366
2025-09-02,0.07358
2025-09-03,0.07376
2025-09-04,0.07372
2025-09-05,0.07404
2025-09-08,0.07405
2025-09-09,0.07425
2025-09-10,0.0745
2025-09-11,0.07467
2025-09-12,0.07495
2025-09-15,0.07512
2025-09-16,0.07508
2025-09-17,0.07515
2025-09-18,0.07527
2025-09-19,0.07494
2025-09-22,0.07513
2025-09-23,0.07544
2025-09-24,0.07539
2025-09-25,0.07538
2025-09-26,0.07579
2025-09-29,0.07591
2025-10-01,0.07604
2025-10-02,0.07566
2025-10-03,0.07585
2025-10-06,0.07598
2025-10-07,0.0759
2025-10-08,0.076
2025-10-09,0.07622
2025-10-10,0.07565
2025-10-14,0.07579
2025-10-15,0.07604
2025-10-16,0.07628
2025-10-17,0.07621
2025-10-20,0.0763
2025-10-21,0.07608
2025-10-22,0.07596
2025-10-23,0.07603
2025-10-24,0.07617
2025-10-27,0.07608
2025-10-28,0.07577
2025-10-29,0.07548
2025-10-30,0.07543
2025-10-31,0.07549
2025-11-03,0.07603
2025-11-04,0.07563
2025-11-05,0.0759
2025-11-06,0.07589
2025-11-07,0.07601
2025-11-10,0.07623
2025-11-12,0.07652
2025-11-13,0.07665
2025-11-14,0.0765
2025-11-17,0.07638
2025-11-18,0.07618
2025-11-19,0.07654
2025-11-20,0.07666
2025-11-21,0.0763
2025-11-24,0.07628
2025-11-25,0.07658
2025-11-26,0.0766
2025-11-27,0.07649
2025-11-28,0.07634
2025-12-01,0.07645
2025-12-02,0.07645
2025-12-03,0.07635
2025-12-04,0.07647
2025-12-05,0.07622
2025-12-08,0.07589
2025-12-09,0.076
2025-12-10,0.07602
2025-12-11,0.07625
2025-12-12,0.07638
2025-12-15,0.07655
2025-12-16,0.07658
2025-12-17,0.07654
2025-12-18,0.07655
2025-12-19,0.07653
2025-12-22,0.07646
2025-12-23,0.07643
2025-12-24,0.07633
2025-12-29,0.07618
2025-12-30,0.07621
2025-12-31,0.07622
2026-01-02,0.07671
2026-01-05,0.07681
2026-01-06,0.07677
2026-01-07,0.07695
2026-01-08,0.07709
2026-01-09,0.07726
2026-01-12,0.07745
2026-01-13,0.07777
2026-01-14,0.07789
2026-01-15,0.07851
2026-01-16,0.07872
2026-01-19,0.07879
2026-01-20,0.07853
2026-01-21,0.07906
2026-01-22,0.07893
2026-01-23,0.07878
2026-01-26,0.07905
2026-01-27,0.07895
2026-01-28,0.07881
2026-01-29,0.07845
2026-01-30,0.0781
2026-02-02,0.0786
2026-02-03,0.07905
2026-02-04,0.079
2026-02-05,0.07861
2026-02-06,0.07894
2026-02-09,0.07893
2026-02-10,0.07868
2026-02-11,0.0789
2026-02-12,0.07909
2026-02-13,0.07928
2026-02-17,0.07956
2026-02-18,0.07967
2026-02-19,0.07933
2026-02-20,0.07977
2026-02-23,0.07944
2026-02-24,0.07964
2026-02-25,0.07972
2026-02-26,0.07948
2026-02-27,0.07922
2026-03-02,0.07896
2026-03-03,0.07746
2026-03-04,0.07776
2026-03-05,0.07723
2026-03-06,0.07646
2026-03-09,0.07629
2026-03-10,0.07736
2026-03-11,0.07699
2026-03-12,0.07643
2026-03-13,0.07677
2026-03-16,0.07706
2026-03-17,0.07749
2026-03-18,0.0774
2026-03-19,0.077
2026-03-20,0.07667
2026-03-23,0.07714
2026-03-24,0.07719
2026-03-25,0.07773
2026-03-26,0.07768
2026-03-27,0.07678
2026-03-30,0.0769
2026-03-31,0.07752
2026-04-01,0.07786
2026-04-02,0.07788
2026-04-06,0.07825
2026-04-07,0.07835
2026-04-08,0.07949
2026-04-09,0.07952
2026-04-10,0.07989
2026-04-13,0.07966
2026-04-14,0.07974
2026-04-15,0.07961
2026-04-16,0.07938
2026-04-17,0.07931
2026-04-20,0.07885
2026-04-21,0.07877
2026-04-22,0.07883
2026-04-23,0.07877
2026-04-24,0.07859
2026-04-27,0.07835
2026-04-28,0.07858
2026-04-29,0.07824
2026-04-30,0.07778
2026-05-01,0.07791
2026-05-04,0.07782
2026-05-05,0.07831
2026-05-06,0.07897
